source,time_step,RUL,event,Spec_1_Cat3,167_6,167_1,397_8,291_10,Spec_1_Cat5,158_6,397_23,397_12,397_7,370_0,158_3,459_10,Spec_1_Cat7,397_35,158_9,Spec_1_Cat4,397_17,459_7,459_5,459_3,Spec_1_Cat2,397_3,Spec_7_Cat4,397_13,459_12,427_0,167_0,397_1,Spec_1_Cat16,309_0,397_9,397_20,291_3,167_9,291_0,397_6,167_4,Spec_6_Cat1,397_18,459_6,Spec_1_Cat1,Spec_3_Cat2,459_4,272_6,Spec_2_Cat3,272_4,272_1,291_2,158_2,397_11,272_9,459_9,Spec_7_Cat1,459_13,397_34,291_9,397_27,Spec_5_Cat2,397_5,Spec_0_Cat1,Spec_6_Cat4,459_16,272_2,397_0,100_0,459_14,397_33,Spec_2_Cat10,397_2,272_5,291_8,397_16,Spec_1_Cat9,459_18
52,2020-01-01 03:20:00,204.4,1,0,1011211.0,2462809.0,2232103.0,385.0,0,1170169.0,36.0,119117.0,792861.0,0.0,5391543.0,975.73822222222,0,52.0,487528.0,0,148.0,365.24597222222,242.40588888888,196.130694444444,0,49968.0,0,507098.0,1449.90280555556,27499771.0,7083.0,1195480.0,0,154.0,19243.0,540597.0,2547.0,0.0,3683.0,893406.0,6003751.0,0,36913.0,307.64802777778,1,0,212.91647222222,0.0,0,29420185.0,2035700.0,1426.0,12865503.0,152.0,0.0,1456.27244444444,1,1910.01025,3529.0,1576.0,11131.0,0,3628.0,0,0,14.9583333333334,1103469.0,1815342.0,2163912.0,2957.07175,26983.0,0,954485.0,195340.0,491.0,3758.0,0,0.0119444444444444
52,2020-01-01 03:21:00,203.6,1,0,1011211.0,2491714.0,2234248.0,385.0,0,1170169.0,36.0,120041.0,796730.0,0.0,5399931.0,976.64497222222,0,52.0,487528.0,0,148.0,366.00086111112,242.97252777778,196.566583333334,0,50044.0,0,508378.0,1450.718,27542693.0,7083.0,1200040.0,0,154.0,19335.0,540634.0,2559.0,0.0,3728.0,901223.0,6019966.0,0,36989.0,308.51994444444,1,0,213.4765,0.0,0,29438983.0,2064964.0,1439.0,12914307.0,152.0,0.0,1461.66319444444,1,1912.49194444444,3529.0,1579.0,11132.0,0,3629.0,0,0,14.9583333333334,1114233.0,1824042.0,2185102.0,2959.3941111112,26984.0,0,955158.0,195340.0,494.0,3762.0,0,0.0119444444444444
52,2020-01-01 03:22:00,202.4,1,0,1040836.0,2609134.0,2288904.0,401.0,0,1232389.0,36.0,126505.0,876574.0,0.0,5720283.0,1075.70083333334,0,52.0,517744.0,0,156.0,395.2255,262.67591666666,210.77227777778,0,52160.0,0,575614.0,1626.51808333334,29228058.0,7083.0,1324364.0,0,154.0,20691.0,560090.0,2721.0,0.0,3929.0,951507.0,6337111.0,0,39573.0,332.89236111112,1,0,229.19008333334,0.0,0,31255148.0,2183641.0,1536.0,13651348.0,160.0,0.0,1612.02033333334,1,2156.4026666666,3617.0,1753.0,11528.0,0,3665.0,0,0,15.1435833333334,1185811.0,1954390.0,2326727.0,3212.4033333334,28988.0,0,989034.0,206052.0,506.0,4158.0,0,0.0119444444444444
52,2020-01-01 03:23:00,200.6,1,0,1073026.0,2682755.0,2338644.0,416.0,0,1280305.0,48.0,130425.0,925134.0,0.0,5950803.0,1159.42338888888,0,52.0,556024.0,0,172.0,420.20836111112,278.93827777778,221.82555555556,0,61530.0,0,612347.0,1758.59944444444,30664295.0,7083.0,1404796.0,0,154.0,22051.0,576887.0,2862.0,0.0,4070.0,986183.0,6679666.0,0,41581.0,352.9935,1,0,242.50763888888,0.0,0,32836208.0,2323911.0,1627.0,14269312.0,168.0,0.0,1734.9693888889,1,2325.4250833334,3857.0,1870.0,11984.0,0,3693.0,0,0,15.38225,1260913.0,2113242.0,2451092.0,3411.2640555556,32145.0,0,1029698.0,221561.0,525.0,4435.0,0,0.0119444444444444
52,2020-01-01 03:24:00,198.2,1,0,1080376.0,2841800.0,2538976.0,441.0,0,1304294.0,56.0,134629.0,990311.0,0.0,6367479.0,1216.24069444444,0,56.0,561125.0,0,172.0,436.72875,290.2315,231.14036111112,0,66830.0,0,650144.0,1848.73975,32456349.0,7083.0,1485605.0,0,154.0,23356.0,588892.0,2995.0,0.0,4262.0,1032759.0,6997937.0,0,43493.0,366.93069444444,1,0,252.32519444444,0.0,0,34831045.0,2391212.0,1675.0,15241324.0,172.0,0.0,1812.32594444444,1,2444.9923611112,4021.0,1984.0,12368.0,0,3729.0,0,0,16.0825,1310703.0,2233930.0,2557942.0,3635.3209444444,33725.0,0,1082106.0,227710.0,576.0,4604.0,0,0.0119444444444444
52,2020-01-01 03:25:00,196.6,1,0,1395331.0,2889036.0,2704756.0,477.0,0,1348766.0,60.0,137305.0,1009699.0,0.0,6775743.0,1248.50955555556,0,60.0,576617.0,0,172.0,453.05777777778,303.15330555556,242.34088888888,0,69631.0,0,661304.0,1893.08536111112,33944374.0,7083.0,1529117.0,0,154.0,24196.0,619448.0,3097.0,0.0,4373.0,1069503.0,7124567.0,0,44870.0,382.54041666666,1,0,264.91980555556,0.0,0,36568963.0,2440093.0,1723.0,15886564.0,180.0,0.0,1866.50286111112,1,2498.12125,4617.0,2044.0,13076.0,0,3809.0,0,0,18.74725,1327044.0,2314504.0,2635157.0,3703.3569722222,36385.0,0,1137063.0,259703.0,588.0,4960.0,0,0.0119444444444444
52,2020-01-01 03:26:00,193.8,1,0,1543816.0,2991306.0,2785753.0,483.0,0,1375454.0,60.0,142365.0,1052051.0,0.0,7018839.0,1302.25486111112,0,64.0,590837.0,0,180.0,474.81591666666,319.06208333334,255.3495,0,72835.0,0,686300.0,1963.25505555556,35097251.0,7083.0,1603602.0,0,154.0,25370.0,631236.0,3437.0,0.0,4766.0,1119215.0,7433538.0,0,47254.0,402.13283333334,1,0,279.64447222222,0.0,0,37961770.0,2510527.0,1888.0,16533184.0,192.0,0.0,1954.39027777778,1,2576.5053888888,5005.0,2152.0,13585.0,0,3981.0,0,0,19.079138888889,1376002.0,2432240.0,2783477.0,3795.1413055556,39313.0,0,1171523.0,276604.0,612.0,5276.0,0,0.021416666666666
52,2020-01-01 03:27:00,192.6,1,0,1661387.0,3038916.0,2854386.0,498.0,0,1418762.0,60.0,145421.0,1084996.0,0.0,7248459.0,1368.51025,0,64.0,612942.0,0,180.0,498.09177777778,333.55225,265.85588888888,0,79447.0,0,712904.0,2056.7470833334,36438503.0,7083.0,1679632.0,0,168.0,26450.0,652162.0,3566.0,0.0,4946.0,1146827.0,7600279.0,0,48783.0,420.59591666666,1,0,291.95394444444,0.0,0,39515959.0,2580818.0,1939.0,17151305.0,196.0,0.0,2053.6469722222,1,2693.8053055556,5225.0,2236.0,14001.0,0,3997.0,0,0,19.6754722222222,1427365.0,2548272.0,2879058.0,3926.7344166666,42486.0,0,1222817.0,294402.0,642.0,5537.0,0,0.021416666666666
52,2020-01-01 03:28:00,191.2,1,0,1716573.0,3095361.0,2889366.0,513.0,0,1439342.0,64.0,148589.0,1115739.0,0.0,7389687.0,1407.59161111112,0,64.0,618774.0,0,188.0,512.44561111112,343.95130555556,273.35030555556,0,82455.0,0,733328.0,2112.1321388888,37265131.0,7083.0,1733722.0,0,168.0,27063.0,663379.0,3749.0,0.0,5117.0,1177477.0,7740964.0,0,50060.0,433.58972222222,1,0,299.13602777778,0.0,0,40499942.0,2639877.0,2020.0,17577582.0,196.0,0.0,2107.1645555556,1,2752.3709444444,5245.0,2287.0,14090.0,0,3998.0,0,0,20.214583333334,1451129.0,2638788.0,2959053.0,3990.2170555556,42890.0,0,1246759.0,301656.0,669.0,5725.0,0,0.021416666666666
52,2020-01-01 03:29:00,189.6,1,0,1793568.0,3150291.0,2966802.0,547.0,0,1494674.0,64.0,152981.0,1172184.0,0.0,7703331.0,1500.55169444444,0,64.0,633738.0,0,188.0,541.46808333334,362.6125,285.70372222222,0,89391.0,0,774193.0,2244.3942222222,39029652.0,7083.0,1854470.0,0,169.0,28465.0,688596.0,3879.0,0.0,5249.0,1215887.0,7969084.0,0,52533.0,456.62827777778,1,0,315.10444444444,0.0,0,42529112.0,2728797.0,2137.0,18368694.0,196.0,0.0,2236.9375833334,1,2909.3329444444,5325.0,2380.0,14542.0,0,4042.0,0,0,21.205472222222,1525281.0,2786441.0,3067354.0,4155.9254166666,45178.0,0,1306451.0,318452.0,708.0,6045.0,0,0.035694444444444
52,2020-01-01 03:30:00,188.4,1,0,1892898.0,3189456.0,3060482.0,568.0,0,1546562.0,68.0,157557.0,1224004.0,0.0,8048439.0,1582.83175,0,64.0,639774.0,0,188.0,564.53283333334,377.54002777778,296.23238888888,0,93247.0,0,815418.0,2351.0459166666,40665770.0,7083.0,1958134.0,0,211.0,29670.0,710792.0,4077.0,0.0,5429.0,1248996.0,8229154.0,0,55082.0,474.68011111112,1,0,327.35347222222,0.0,0,44523547.0,2798646.0,2260.0,19167582.0,212.0,0.0,2357.7732777778,1,3044.0436111112,5386.0,2500.0,15098.0,0,4058.0,0,0,21.763166666666,1576137.0,2934085.0,3197274.0,4314.9433055556,46218.0,0,1364799.0,337550.0,729.0,6349.0,0,0.035694444444444
52,2020-01-01 03:31:00,187.0,1,0,1993938.0,3278046.0,3096171.0,580.0,0,1591898.0,68.0,162046.0,1260900.0,0.0,8244759.0,1657.77802777778,0,76.0,663054.0,0,189.0,591.49505555556,396.12386111112,308.96138888888,0,97951.0,0,845766.0,2443.7225833334,41917031.0,7083.0,2049546.0,0,211.0,30655.0,729068.0,4230.0,0.0,5678.0,1295324.0,8396539.0,0,57790.0,496.44358333334,1,0,342.58313888888,0.0,0,45989531.0,2875879.0,2338.0,19749186.0,227.0,0.0,2477.4142777778,1,3161.4056111112,5735.0,2602.0,15596.0,0,4094.0,0,0,22.426111111112,1629087.0,3057365.0,3314704.0,4449.5071666666,49142.0,0,1403943.0,357492.0,750.0,6735.0,0,0.035694444444444
52,2020-01-01 03:32:00,185.4,1,0,2063823.0,3323526.0,3178956.0,607.0,0,1629050.0,68.0,166567.0,1309737.0,0.0,8547867.0,1723.68986111112,0,76.0,672522.0,0,189.0,617.17916666666,413.31947222222,320.56744444444,0,101011.0,0,882483.0,2536.0360277778,43414472.0,7083.0,2144142.0,0,212.0,31703.0,749297.0,4440.0,0.0,5925.0,1341364.0,8641895.0,0,60067.0,516.76725,1,0,355.67669444444,0.0,0,47713058.0,3034714.0,2434.0,20510875.0,228.0,0.0,2582.0153888888,1,3260.2716666666,5867.0,2666.0,15837.0,0,4094.0,0,0,23.122416666666,1689902.0,3222405.0,3474909.0,4574.7507777778,50586.0,0,1453353.0,367970.0,753.0,6956.0,0,0.035694444444444
52,2020-01-01 03:33:00,183.8,1,0,2237358.0,3351921.0,3225133.0,619.0,0,1671326.0,68.0,171055.0,1339589.0,0.0,8742663.0,1792.33347222222,0,76.0,689178.0,0,189.0,641.59597222222,431.11705555556,332.37369444444,0,103960.0,0,907437.0,2610.2185833334,44582463.0,7083.0,2224184.0,0,254.0,32728.0,768487.0,4603.0,0.0,6130.0,1375105.0,8818160.0,0,62311.0,538.63316666666,1,0,370.44458333334,0.0,0,49101666.0,3103081.0,2518.0,21026887.0,228.0,0.0,2690.2981666666,1,3351.4264722222,6007.0,2762.0,16242.0,0,4094.0,0,0,23.9225,1717657.0,3328133.0,3570894.0,4681.95175,52774.0,0,1497946.0,388055.0,783.0,7204.0,0,0.035694444444444
52,2020-01-01 03:34:00,182.8,1,0,2301018.0,3405771.0,3299706.0,640.0,0,1703738.0,68.0,175748.0,1397553.0,0.0,9066759.0,1849.9205,0,76.0,691806.0,0,189.0,660.46161111112,444.84872222222,343.66863888888,0,105517.0,0,952205.0,2700.2938888888,45915476.0,7083.0,2308716.0,0,254.0,33672.0,785479.0,4762.0,0.0,6323.0,1412649.0,8988485.0,0,64282.0,555.24069444444,1,0,382.24813888888,0.0,0,50648588.0,3182798.0,2623.0,21689743.0,228.0,0.0,2773.9355833334,1,3489.3131666666,6044.0,2847.0,16538.0,0,4094.0,0,0,24.068555555556,1759361.0,3434102.0,3680399.0,4878.4013055556,53558.0,0,1530870.0,393957.0,801.0,7336.0,0,0.035694444444444
52,2020-01-01 03:35:00,181.2,1,0,2462418.0,3417246.0,3363279.0,652.0,0,1747082.0,72.0,179108.0,1443641.0,0.0,9306543.0,1919.91075,0,76.0,699282.0,0,201.0,683.13447222222,460.03027777778,354.21233333334,0,109117.0,0,980441.0,2810.3213055556,47200155.0,7084.0,2399660.0,0,255.0,34557.0,800612.0,4849.0,0.0,6473.0,1443973.0,9099440.0,0,66094.0,572.6255,1,0,393.93697222222,0.0,0,52145083.0,3257600.0,2725.0,22319659.0,232.0,0.0,2876.9774722222,1,3605.0648055556,6210.0,2961.0,17370.0,0,4143.0,0,0,24.313777777778,1812960.0,3541230.0,3765094.0,5081.2181111112,55310.0,0,1569530.0,417708.0,825.0,7589.0,0,0.035694444444444
52,2020-01-01 03:36:00,180.6,1,0,2578518.0,3426967.0,3458891.0,674.0,0,1779002.0,72.0,181332.0,1467917.0,0.0,9554356.0,1948.6906388889,0,76.0,712218.0,0,205.0,693.08136111112,468.44591666666,360.26063888888,0,110738.0,0,995541.0,2856.9799166666,48406371.0,7084.0,2449962.0,0,255.0,35134.0,821718.0,4931.0,0.0,6519.0,1463101.0,9218646.0,0,66887.0,581.00502777778,1,0,400.76744444444,52.0,0,53500736.0,3299656.0,2795.0,22865059.0,240.0,0.0,2923.0649722222,1,3655.7858333334,6290.0,2997.0,17554.0,0,4387.0,0,0,26.109888888888,1852376.0,3608254.0,3802739.0,5192.9767777778,55979.0,0,1640743.0,433113.0,831.0,7738.0,0,0.039111111111112
52,2020-01-01 03:37:00,179.6,1,0,2581698.0,3431737.0,3459816.0,674.0,0,1780970.0,72.0,181872.0,1469661.0,0.0,9563776.0,1950.55272222222,0,76.0,712278.0,0,205.0,695.37722222222,471.22544444444,361.15158333334,0,111055.0,0,997198.0,2858.7281111112,48455398.0,7084.0,2454179.0,0,255.0,35271.0,822498.0,4934.0,0.0,6540.0,1469837.0,9222951.0,0,67037.0,582.9565,1,0,402.07741666666,52.0,0,53560055.0,3305519.0,2807.0,22890583.0,240.0,0.0,2930.3771388888,1,3661.9024166666,6302.0,3000.0,17607.0,0,4387.0,0,0,26.135361111112,1853767.0,3611702.0,3812154.0,5196.95375,56059.0,0,1642036.0,433854.0,834.0,7766.0,0,0.039111111111112
52,2020-01-01 03:38:00,179.0,1,0,2610348.0,3444577.0,3506050.0,674.0,0,1801838.0,72.0,184966.0,1505049.0,0.0,9756772.0,1990.37672222222,0,76.0,714690.0,0,213.0,710.22013888888,482.56638888888,370.89466666666,0,113419.0,0,1018774.0,2915.2593888888,49397955.0,7084.0,2514881.0,0,255.0,36045.0,831174.0,5045.0,0.0,6612.0,1491738.0,9343791.0,0,68757.0,595.32188888888,1,0,411.64761111112,52.0,0,54652536.0,3334496.0,2861.0,23371963.0,240.0,0.0,2993.8044166666,1,3735.6269166666,6390.0,3121.0,17867.0,0,4403.0,0,0,26.415944444444,1873995.0,3690622.0,3855534.0,5279.8590555556,56783.0,0,1670221.0,440731.0,858.0,7874.0,0,0.039111111111112
52,2020-01-01 03:39:00,178.0,1,0,2610349.0,3468112.0,3528851.0,677.0,0,1810994.0,72.0,186390.0,1516277.0,0.0,9839201.0,2006.5009444444,0,76.0,715662.0,0,214.0,717.11425,486.79758333334,375.28927777778,0,114543.0,0,1026768.0,2938.2380277778,49784253.0,7084.0,2540305.0,0,255.0,36426.0,835135.0,5123.0,0.0,6663.0,1503374.0,9459471.0,0,69566.0,600.42644444444,1,0,416.85338888888,52.0,0,55107030.0,3353892.0,2882.0,23586139.0,240.0,0.0,3016.7681111112,1,3764.8995555556,6398.0,3149.0,17955.0,0,4403.0,0,0,26.479305555556,1897369.0,3730772.0,3887109.0,5327.0125555556,57139.0,0,1679849.0,443162.0,861.0,7946.0,0,0.039111111111112
52,2020-01-01 03:40:00,177.2,1,0,2629129.0,3532537.0,3599858.0,689.0,0,1857674.0,72.0,190298.0,1546319.0,0.0,10123325.0,2086.4406388888,0,76.0,727818.0,0,218.0,742.85338888888,502.86619444444,387.53986111112,0,122995.0,0,1055244.0,3036.8668333334,51388251.0,7084.0,2624245.0,0,255.0,37755.0,851979.0,5264.0,0.0,6798.0,1539031.0,9772117.0,0,72506.0,620.23138888888,1,0,430.47061111112,52.0,0,56903331.0,3432491.0,2945.0,24229099.0,276.0,0.0,3137.8683333334,1,3890.6643888888,6514.0,3284.0,18663.0,0,4655.0,0,0,26.826472222222,1951761.0,3906564.0,3966684.0,5484.9492777778,59136.0,0,1731085.0,459503.0,892.0,8264.0,0,0.039111111111112
52,2020-01-01 03:41:00,175.8,1,0,2639689.0,3563452.0,3750559.0,722.0,0,1907510.0,72.0,193372.0,1565177.0,0.0,10475777.0,2119.8833611112,0,76.0,732030.0,0,218.0,757.55238888888,510.75388888888,395.07375,0,127375.0,0,1070981.0,3086.7230277778,53129705.0,7084.0,2691538.0,0,255.0,38311.0,881627.0,5438.0,0.0,6927.0,1561379.0,10172707.0,0,74119.0,630.58672222222,1,0,437.27202777778,52.0,0,58922686.0,3482516.0,3026.0,24997699.0,276.0,0.0,3188.29275,1,3967.0606944444,6582.0,3360.0,18877.0,0,4807.0,0,0,29.080555555556,1987771.0,4042272.0,4033939.0,5604.2588055556,59848.0,0,1822137.0,464937.0,901.0,8389.0,0,0.068416666666666
52,2020-01-01 03:42:00,174.2,1,0,2647490.0,3608107.0,3885565.0,761.0,0,1975802.0,72.0,196781.0,1587150.0,0.0,10863893.0,2190.4595833334,0,76.0,749394.0,0,222.0,781.24652777778,524.632,406.57922222222,0,132163.0,0,1092578.0,3211.7002777778,55184846.0,7084.0,2771734.0,0,255.0,39283.0,909087.0,5537.0,0.0,7020.0,1586991.0,10458397.0,0,76983.0,649.61802777778,1,0,450.65766666666,52.0,0,61290675.0,3535842.0,3080.0,25737079.0,280.0,0.0,3282.2926944444,1,4124.8115,6714.0,3495.0,19502.0,0,4847.0,0,0,30.296888888888,2022715.0,4261500.0,4096844.0,5810.6184722222,62140.0,0,1885594.0,482097.0,920.0,8638.0,0,0.096027777777778
52,2020-01-01 03:43:00,173.0,1,0,2691845.0,3682447.0,3947898.0,782.0,0,2035382.0,72.0,201165.0,1605247.0,0.0,11088102.0,2248.4047222222,0,76.0,761178.0,0,226.0,804.08302777778,538.23183333334,415.96675,0,136808.0,0,1113150.0,3300.7290277778,56668856.0,7084.0,2848214.0,0,255.0,40108.0,937256.0,5669.0,0.0,7215.0,1618552.0,10726102.0,0,79980.0,667.21841666666,1,0,461.54975,52.0,0,63003893.0,3577026.0,3149.0,26298619.0,292.0,0.0,3367.868,1,4237.6393888888,6839.0,3606.0,20211.0,0,5307.0,0,0,31.253666666666,2050418.0,4429008.0,4172979.0,5987.5519444444,63513.0,0,1940351.0,499725.0,959.0,8863.0,0,0.096027777777778
