source,time_step,RUL,event,Spec_1_Cat1,459_8,272_3,272_0,459_18,Spec_1_Cat12,158_7,397_7,272_1,Spec_7_Cat1
52,2020-01-01 03:28:00,191.2,1,1,1395.81383333334,2760252.0,4076479.0,0.021416666666666,0,867842.0,1115739.0,2639877.0,1
52,2020-01-01 03:29:00,189.6,1,1,1478.88258333334,2851434.0,4143364.0,0.035694444444444,0,900554.0,1172184.0,2728797.0,1
52,2020-01-01 03:30:00,188.4,1,1,1552.63355555556,2926029.0,4205556.0,0.035694444444444,0,925622.0,1224004.0,2798646.0,1
52,2020-01-01 03:31:00,187.0,1,1,1636.51441666666,2980772.0,4318175.0,0.035694444444444,0,957050.0,1260900.0,2875879.0,1
52,2020-01-01 03:32:00,185.4,1,1,1707.78633333334,3111760.0,4419640.0,0.035694444444444,0,975506.0,1309737.0,3034714.0,1
52,2020-01-01 03:33:00,183.8,1,1,1780.04591666666,3190203.0,4466921.0,0.035694444444444,0,1000670.0,1339589.0,3103081.0,1
52,2020-01-01 03:34:00,182.8,1,1,1833.33725,3294918.0,4546507.0,0.035694444444444,0,1012910.0,1397553.0,3182798.0,1
52,2020-01-01 03:35:00,181.2,1,1,1900.78483333334,3343240.0,4588198.0,0.035694444444444,0,1044854.0,1443641.0,3257600.0,1
52,2020-01-01 03:36:00,180.6,1,1,1924.78455555556,3383670.0,4614029.0,0.039111111111112,0,1068218.0,1467917.0,3299656.0,1
52,2020-01-01 03:37:00,179.6,1,1,1931.03116666666,3384762.0,4631346.0,0.039111111111112,0,1069706.0,1469661.0,3305519.0,1
52,2020-01-01 03:38:00,179.0,1,1,1976.0798888889,3426168.0,4664379.0,0.039111111111112,0,1082559.0,1505049.0,3334496.0,1
52,2020-01-01 03:39:00,178.0,1,1,1992.73116666666,3447865.0,4685309.0,0.039111111111112,0,1087900.0,1516277.0,3353892.0,1
52,2020-01-01 03:40:00,177.2,1,1,2071.9863333334,3534172.0,4754807.0,0.039111111111112,0,1124500.0,1546319.0,3432491.0,1
52,2020-01-01 03:41:00,175.8,1,1,2114.24,3621389.0,4789387.0,0.068416666666666,0,1157093.0,1565177.0,3482516.0,1
52,2020-01-01 03:42:00,174.2,1,1,2181.6921388888,3684010.0,4845352.0,0.096027777777778,0,1218222.0,1587150.0,3535842.0,1
52,2020-01-01 03:43:00,173.0,1,1,2243.0757777778,3733371.0,4947870.0,0.096027777777778,0,1262502.0,1605247.0,3577026.0,1
52,2020-01-01 03:44:00,171.4,1,1,2328.2080833334,3827920.0,5014703.0,0.096027777777778,0,1314762.0,1626304.0,3655442.0,1
52,2020-01-01 03:45:00,170.0,1,1,2398.8276111112,3912264.0,5104299.0,0.096027777777778,0,1351122.0,1645741.0,3761197.0,1
52,2020-01-01 03:46:00,168.6,1,1,2460.5790277778,3980579.0,5196456.0,0.102694444444444,0,1399818.0,1667073.0,3826015.0,1
52,2020-01-01 03:47:00,167.2,1,1,2515.9575,4074998.0,5262301.0,0.115138888888888,0,1444230.0,1683369.0,3898230.0,1
52,2020-01-01 03:48:00,164.6,1,1,2600.3769444444,4172940.0,5344370.0,0.115138888888888,0,1516182.0,1707203.0,3939687.0,1
52,2020-01-01 03:49:00,164.2,1,1,2665.1199722222,4347218.0,5457158.0,0.141777777777778,0,1568683.0,1740791.0,3990167.0,1
52,2020-01-01 03:50:00,163.2,1,1,2689.0599444444,4416924.0,5548379.0,0.160583333333334,0,1597711.0,1751375.0,4047055.0,1
52,2020-01-01 03:51:00,161.8,1,1,2763.1713611112,4499682.0,5613236.0,0.16925,0,1644584.0,1772544.0,4105568.0,1
52,2020-01-01 03:52:00,160.4,1,1,2813.0923055556,4584806.0,5699712.0,0.1835,0,1695440.0,1789020.0,4147818.0,1
52,2020-01-01 03:53:00,159.0,1,1,2874.802,4701312.0,5778609.0,0.190944444444444,0,1741412.0,1814916.0,4249920.0,1
52,2020-01-01 03:54:00,157.4,1,1,2952.3635555556,4817572.0,5863031.0,0.20830555555556,0,1802864.0,1842968.0,4298514.0,1
52,2020-01-01 03:55:00,156.2,1,1,2984.7603055556,4892400.0,5980200.0,0.21641666666666,0,1831160.0,1863144.0,4362110.0,1
52,2020-01-01 03:56:00,154.2,1,1,3097.3377777778,5137203.0,6099592.0,0.21666666666666,0,1907193.0,1903966.0,4532072.0,1
52,2020-01-01 03:57:00,152.8,1,1,3121.3255555556,5169846.0,6133288.0,0.21694444444444,0,1938321.0,1913954.0,4550038.0,1
52,2020-01-01 03:58:00,152.0,1,1,3127.5785555556,5181364.0,6169480.0,0.21694444444444,0,1941321.0,1915954.0,4573763.0,1
52,2020-01-01 03:59:00,150.6,1,1,3164.2158611112,5283310.0,6212315.0,0.22013888888888,0,1987617.0,1933279.0,4622981.0,1
52,2020-01-01 04:00:00,149.2,1,1,3207.9755555556,5416300.0,6316081.0,0.22291666666666,0,2026162.0,1953144.0,4760547.0,1
52,2020-01-01 04:01:00,147.8,1,1,3252.2461388888,5501632.0,6383772.0,0.22847222222222,0,2088394.0,1968341.0,4806918.0,1
52,2020-01-01 04:02:00,146.4,1,1,3273.7590277778,5548822.0,6483222.0,0.23866666666666,0,2108710.0,1982378.0,4863715.0,1
52,2020-01-01 04:03:00,144.8,1,1,3296.4346666666,5629032.0,6544062.0,0.24652777777778,0,2140690.0,1993938.0,4934838.0,1
52,2020-01-01 04:04:00,143.6,1,1,3353.276,5748788.0,6598493.0,0.25533333333334,0,2199478.0,2014822.0,5021210.0,1
52,2020-01-01 04:05:00,142.0,1,1,3422.7898333334,5827243.0,6668927.0,0.25533333333334,0,2251618.0,2032574.0,5100432.0,1
52,2020-01-01 04:06:00,140.8,1,1,3477.2520277778,5907726.0,6773434.0,0.27705555555556,0,2315458.0,2053106.0,5147466.0,1
52,2020-01-01 04:07:00,139.2,1,1,3525.1860555556,6132080.0,6838720.0,0.27875,0,2367850.0,2068919.0,5240052.0,1
52,2020-01-01 04:08:00,138.0,1,1,3557.2205277778,6220454.0,6897402.0,0.29647222222222,0,2395786.0,2091491.0,5289348.0,1
52,2020-01-01 04:09:00,136.6,1,1,3604.3583611112,6372620.0,6968395.0,0.29647222222222,0,2429830.0,2112635.0,5365593.0,1
52,2020-01-01 04:10:00,135.0,1,1,3693.9170277778,6478011.0,7073214.0,0.34177777777778,0,2497342.0,2137907.0,5448000.0,1
52,2020-01-01 04:11:00,134.8,1,1,3726.2463333334,6513241.0,7109276.0,0.34177777777778,0,2522038.0,2145704.0,5490822.0,1
52,2020-01-01 04:12:00,133.8,1,1,3761.5648333334,6578566.0,7161874.0,0.34177777777778,0,2543158.0,2156948.0,5542095.0,1
52,2020-01-01 04:13:00,131.0,1,1,3855.9560833334,6731044.0,7303886.0,0.41794444444444,0,2639567.0,2188517.0,5658848.0,1
52,2020-01-01 04:14:00,128.8,1,1,3955.7113333334,6836358.0,7427802.0,0.43236111111112,0,2722259.0,2224358.0,5726903.0,1
52,2020-01-01 04:15:00,127.8,1,1,3980.3841111112,6865973.0,7527083.0,0.43236111111112,0,2746511.0,2230551.0,5801952.0,1
52,2020-01-01 04:16:00,126.8,1,1,3990.5719722222,6887995.0,7546193.0,0.43236111111112,0,2753903.0,2233520.0,5824065.0,1
52,2020-01-01 04:17:00,125.4,1,1,4035.34975,6931259.0,7623322.0,0.43922222222222,0,2798771.0,2245913.0,5884281.0,1
52,2020-01-01 04:18:00,125.2,1,1,4040.8471111112,6939293.0,7632890.0,0.43922222222222,0,2799707.0,2248259.0,5914870.0,1
52,2020-01-01 04:19:00,122.6,1,1,4118.264,7073219.0,7790008.0,0.44544444444444,0,2877204.0,2283063.0,5997394.0,1
52,2020-01-01 04:20:00,121.0,1,1,4181.7414722222,7159071.0,7819024.0,0.45219444444444,0,2939892.0,2301733.0,6052215.0,1
52,2020-01-01 04:21:00,119.8,1,1,4250.9114444444,7212072.0,7879136.0,0.46266666666666,0,2998824.0,2314393.0,6116461.0,1
52,2020-01-01 04:22:00,117.0,1,1,4350.6397222222,7312341.0,7973828.0,0.46527777777778,0,3110628.0,2346766.0,6193032.0,1
52,2020-01-01 04:23:00,115.4,1,1,4414.2023611112,7366278.0,8025841.0,0.47011111111112,0,3169884.0,2381334.0,6286411.0,1
52,2020-01-01 04:24:00,114.0,1,1,4483.5929722222,7422815.0,8087656.0,0.47011111111112,0,3229248.0,2403402.0,6349019.0,1
52,2020-01-01 04:25:00,112.8,1,1,4517.69975,7552724.0,8129100.0,0.47011111111112,0,3260233.0,2423096.0,6395403.0,1
52,2020-01-01 04:26:00,108.4,1,1,4698.9663055556,7735881.0,8297749.0,0.47744444444444,0,3438397.0,2477217.0,6650892.0,1
52,2020-01-01 04:27:00,107.0,1,1,4770.3077222222,7779392.0,8347656.0,0.47744444444444,0,3483505.0,2500849.0,6693337.0,1
52,2020-01-01 04:28:00,105.8,1,1,4813.1566666666,7837268.0,8410771.0,0.47744444444444,0,3532825.0,2519117.0,6716568.0,1
52,2020-01-01 04:29:00,104.4,1,1,4853.7393888888,7926513.0,8466619.0,0.47744444444444,0,3562585.0,2541127.0,6768153.0,1
52,2020-01-01 04:30:00,103.0,1,1,4908.9774166666,7986053.0,8505970.0,0.48494444444444,0,3620029.0,2556099.0,6797117.0,1
52,2020-01-01 04:31:00,101.6,1,1,4982.83025,8029395.0,8555422.0,0.48494444444444,0,3689941.0,2579540.0,6838860.0,1
52,2020-01-01 04:32:00,100.0,1,1,5027.0338888888,8111919.0,8636243.0,0.51611111111112,0,3749318.0,2599393.0,6883177.0,1
52,2020-01-01 04:33:00,98.6,1,1,5074.6808333334,8162971.0,8713164.0,0.51730555555556,0,3803571.0,2614505.0,6961424.0,1
52,2020-01-01 04:34:00,97.0,1,1,5096.7138888888,8190050.0,8774473.0,0.51730555555556,0,3824619.0,2622781.0,7002660.0,1
52,2020-01-01 04:35:00,95.8,1,1,5145.228,8264657.0,8835586.0,0.51730555555556,0,3848055.0,2635730.0,7052086.0,1
52,2020-01-01 04:36:00,94.6,1,1,5194.4963055556,8317060.0,8876316.0,0.52102777777778,0,3893631.0,2651431.0,7104555.0,1
52,2020-01-01 04:37:00,93.2,1,1,5244.0092222222,8371010.0,8933867.0,0.52102777777778,0,3940636.0,2669659.0,7153552.0,1
52,2020-01-01 04:38:00,93.0,1,1,5245.1383888888,8371010.0,8953484.0,0.52102777777778,0,3940780.0,2669783.0,7154423.0,1
52,2020-01-01 04:39:00,91.6,1,1,5289.8869722222,8457369.0,9017353.0,0.52102777777778,0,3977968.0,2694904.0,7225117.0,1
52,2020-01-01 04:40:00,90.0,1,1,5314.9860833334,8474477.0,9060838.0,0.52102777777778,0,4012348.0,2703076.0,7249336.0,1
52,2020-01-01 04:41:00,88.80000000000001,1,1,5376.5304166666,8555571.0,9127970.0,0.52175,0,4061500.0,2721433.0,7310761.0,1
52,2020-01-01 04:42:00,87.19999999999999,1,1,5425.4449444444,8609014.0,9187809.0,0.52175,0,4096108.0,2736022.0,7339452.0,1
52,2020-01-01 04:43:00,86.0,1,1,5482.0313055556,8681528.0,9231385.0,0.52175,0,4155208.0,2752610.0,7387669.0,1
52,2020-01-01 04:44:00,84.6,1,1,5518.9575833334,8771280.0,9271179.0,0.52747222222222,0,4200088.0,2764206.0,7430270.0,1
52,2020-01-01 04:45:00,83.4,1,1,5548.0542222222,8876242.0,9327300.0,0.54747222222222,0,4224736.0,2776594.0,7495569.0,1
52,2020-01-01 04:46:00,81.80000000000001,1,1,5575.4359166666,8970245.0,9456091.0,0.55452777777778,0,4261277.0,2796678.0,7568317.0,1
52,2020-01-01 04:47:00,78.19999999999999,1,1,5669.4853055556,9063468.0,9576770.0,0.55452777777778,0,4311221.0,2839884.0,7704648.0,1
52,2020-01-01 04:48:00,77.6,1,1,5672.9149722222,9096476.0,9618097.0,0.55705555555556,0,4317522.0,2843601.0,7737279.0,1
52,2020-01-01 04:49:00,77.4,1,1,5681.5963333334,9118108.0,9650168.0,0.55705555555556,0,4320702.0,2850933.0,7753126.0,1
52,2020-01-01 04:50:00,76.19999999999999,1,1,5692.2031111112,9166338.0,9765946.0,0.55705555555556,0,4324855.0,2860109.0,7822403.0,1
52,2020-01-01 04:51:00,74.80000000000001,1,1,5735.6331666666,9270923.0,9910337.0,0.56413888888888,0,4369447.0,2874861.0,7896763.0,1
52,2020-01-01 04:52:00,73.6,1,1,5763.5668888888,9368722.0,10081912.0,0.57016666666666,0,4411340.0,2888333.0,7992249.0,1
52,2020-01-01 04:53:00,72.0,1,1,5778.7529722222,9417615.0,10173965.0,0.57702777777778,0,4444725.0,2900449.0,8043223.0,1
52,2020-01-01 04:54:00,70.6,1,1,5797.3859166666,9513373.0,10266291.0,0.58086111111112,0,4475853.0,2914951.0,8097290.0,1
52,2020-01-01 04:55:00,69.19999999999999,1,1,5850.1749444444,9566868.0,10458522.0,0.59105555555556,0,4523049.0,2938183.0,8214303.0,1
52,2020-01-01 04:56:00,68.0,1,1,5877.12425,9642724.0,10554723.0,0.59105555555556,0,4542597.0,2971519.0,8282476.0,1
52,2020-01-01 04:57:00,67.80000000000001,1,1,5879.3196111112,9647314.0,10573599.0,0.59105555555556,0,4542645.0,2972967.0,8290432.0,1
52,2020-01-01 04:58:00,66.4,1,1,5925.9432222222,9706555.0,10663338.0,0.59461111111112,0,4567701.0,3005647.0,8350675.0,1
52,2020-01-01 04:59:00,65.0,1,1,5996.9352222222,9774948.0,10785005.0,0.59461111111112,0,4614669.0,3053244.0,8492206.0,1
52,2020-01-01 05:00:00,63.6,1,1,6034.3836388888,9825635.0,10898014.0,0.59877777777778,0,4662681.0,3077861.0,8551057.0,1
52,2020-01-01 05:01:00,63.400000000000006,1,1,6042.1976944444,9840104.0,10960609.0,0.59877777777778,0,4664229.0,3081825.0,8628420.0,1
52,2020-01-01 05:02:00,62.19999999999999,1,1,6083.61055555552,9916675.0,11012297.0,0.59877777777778,0,4699018.0,3111738.0,8686712.0,1
52,2020-01-01 05:03:00,60.80000000000001,1,1,6124.64680555552,9948577.0,11046942.0,0.59877777777778,0,4746094.0,3136862.0,8721539.0,1
52,2020-01-01 05:04:00,59.400000000000006,1,1,6166.83488888884,10015683.0,11124552.0,0.59877777777778,0,4780642.0,3160814.0,8789868.0,1
52,2020-01-01 05:05:00,58.0,1,1,6199.52233333328,10092240.0,11208402.0,0.59877777777778,0,4809058.0,3183626.0,8879425.0,1
52,2020-01-01 05:06:00,56.6,1,1,6220.81733333328,10144215.0,11264367.0,0.59877777777778,0,4830479.0,3201779.0,8926368.0,1
52,2020-01-01 05:07:00,55.400000000000006,1,1,6249.18227777774,10181187.0,11401387.0,0.599083333333336,0,4859712.0,3229215.0,8984582.0,1
52,2020-01-01 05:08:00,52.6,1,1,6322.77991666662,10296316.0,11513161.0,0.599083333333336,0,4912224.0,3268735.0,9072904.0,1
52,2020-01-01 05:09:00,49.80000000000001,1,1,6388.08558333328,10397235.0,11659529.0,0.599083333333336,0,4968240.0,3306944.0,9141349.0,1
52,2020-01-01 05:10:00,49.19999999999999,1,1,6421.21233333328,10441318.0,11699426.0,0.603194444444446,0,4999896.0,3319640.0,9176697.0,1
52,2020-01-01 05:11:00,44.19999999999999,1,1,6503.11874999996,10627257.0,11886093.0,0.607833333333336,0,5082709.0,3371986.0,9367147.0,1
52,2020-01-01 05:12:00,42.80000000000001,1,1,6513.11472222218,10657209.0,11923040.0,0.617500000000002,0,5091661.0,3380604.0,9422878.0,1
52,2020-01-01 05:13:00,41.400000000000006,1,1,6541.38208333328,10700057.0,11970477.0,0.639111111111114,0,5115013.0,3398124.0,9465427.0,1
52,2020-01-01 05:14:00,38.6,1,1,6648.75963888884,10809621.0,12094575.0,0.639583333333336,0,5193458.0,3464093.0,9545806.0,1
52,2020-01-01 05:15:00,37.19999999999999,1,1,6672.77186111106,10843473.0,12156624.0,0.655805555555558,0,5226387.0,3475902.0,9573821.0,1
52,2020-01-01 05:16:00,35.80000000000001,1,1,6716.39027777774,10892171.0,12193076.0,0.664388888888892,0,5288079.0,3494864.0,9584091.0,1
52,2020-01-01 05:17:00,34.400000000000006,1,1,6752.28516666662,10944600.0,12233247.0,0.667944444444446,0,5326311.0,3516377.0,9618359.0,1
52,2020-01-01 05:18:00,33.0,1,1,6785.3664444444,10988631.0,12280242.0,0.667944444444446,0,5354415.0,3529422.0,9679056.0,1
52,2020-01-01 05:19:00,32.400000000000006,1,1,6801.04761111106,11015866.0,12301549.0,0.69627777777778,0,5358160.0,3539827.0,9714117.0,1
52,2020-01-01 05:20:00,30.0,1,1,6820.67327777774,11035964.0,12343877.0,0.69627777777778,0,5359276.0,3547223.0,9765637.0,1
52,2020-01-01 05:21:00,28.80000000000001,1,1,6879.89233333328,11097519.0,12389208.0,0.706444444444446,0,5359432.0,3569725.0,9826945.0,1
52,2020-01-01 05:22:00,26.0,1,1,6957.13427777774,11205640.0,12525019.0,0.715722222222224,0,5359433.0,3600735.0,9889982.0,1
52,2020-01-01 05:23:00,24.599999999999994,1,1,7002.22513888884,11258667.0,12586223.0,0.721361111111114,0,5359433.0,3621395.0,9933623.0,1
52,2020-01-01 05:24:00,23.0,1,1,7028.2869444444,11311031.0,12680473.0,0.72977777777778,0,5359433.0,3635876.0,9965473.0,1
52,2020-01-01 05:25:00,21.80000000000001,1,1,7089.33783333328,11378059.0,12749906.0,0.730138888888892,0,5359433.0,3653732.0,10014704.0,1
52,2020-01-01 05:26:00,21.599999999999994,1,1,7090.68391666662,11382427.0,12778545.0,0.730138888888892,0,5359841.0,3654041.0,10032735.0,1
52,2020-01-01 05:27:00,20.40000000000001,1,1,7127.54633333328,11469644.0,12826944.0,0.730138888888892,0,5371853.0,3677057.0,10067601.0,1
52,2020-01-01 05:28:00,19.0,1,1,7175.37097222216,11563218.0,12912744.0,0.730222222222226,0,5400389.0,3699714.0,10122214.0,1
52,2020-01-01 05:29:00,17.599999999999994,1,1,7225.4899444444,11622161.0,12987117.0,0.73127777777778,0,5442233.0,3722891.0,10149553.0,1
52,2020-01-01 05:30:00,14.800000000000011,1,1,7270.32588888884,11689085.0,13079339.0,0.749944444444448,0,5483957.0,3756027.0,10194390.0,1
52,2020-01-01 05:31:00,13.199999999999989,1,1,7323.01197222216,11794320.0,13163840.0,0.749944444444448,0,5507237.0,3798469.0,10274315.0,1
52,2020-01-01 05:32:00,11.800000000000011,1,1,7383.88899999994,11886828.0,13303109.0,0.755222222222226,0,5559857.0,3840513.0,10346842.0,1
52,2020-01-01 05:33:00,10.599999999999994,1,1,7443.8860555555,11964113.0,13432044.0,0.758583333333336,0,5608589.0,3867402.0,10451596.0,1
52,2020-01-01 05:34:00,9.0,1,1,7515.38522222216,12060768.0,13606284.0,0.758583333333336,0,5674217.0,3915458.0,10536435.0,1
52,2020-01-01 05:35:00,8.599999999999994,1,1,7524.64477777772,12085195.0,13647832.0,0.758583333333336,0,5682125.0,3923491.0,10556377.0,1
52,2020-01-01 05:36:00,5.0,1,1,7573.45377777772,12202299.0,13794277.0,0.763388888888892,0,5725061.0,3969425.0,10624393.0,1
52,2020-01-01 05:37:00,3.5999999999999943,1,1,7618.8156944444,12284876.0,13928593.0,0.763388888888892,0,5778185.0,4001774.0,10731006.0,1
52,2020-01-01 05:38:00,2.1999999999999886,1,1,7660.06763888884,12383455.0,14000847.0,0.763388888888892,0,5814089.0,4030170.0,10797319.0,1
52,2020-01-01 05:39:00,0.8000000000000114,1,1,7704.92166666662,12456515.0,14102052.0,0.763388888888892,0,5870669.0,4065954.0,10867194.0,1
84,2020-01-01 09:25:00,309.40000000000003,1,1,53.333472222222,217152.0,398567.0,0.016388888888889,0,50988.0,53481.0,192894.0,0
84,2020-01-01 09:26:00,307.8,1,1,83.597166666666,293177.0,555010.0,0.027638888888888,0,146352.0,67447.0,293462.0,0
84,2020-01-01 09:27:00,303.6,1,1,183.964055555556,602031.0,1100581.0,0.032416666666666,0,294336.0,110008.0,527592.0,0
84,2020-01-01 09:28:00,303.0,1,1,186.295611111112,606789.0,1156014.0,0.032416666666666,0,294337.0,112105.0,538786.0,0
84,2020-01-01 09:29:00,302.6,1,1,203.72891666666,648936.0,1221352.0,0.032416666666666,0,310537.0,120549.0,562342.0,0
84,2020-01-01 09:30:00,302.20000000000005,1,1,215.37058333334,706890.0,1313145.0,0.032416666666666,0,329258.0,124793.0,578852.0,0
84,2020-01-01 09:31:00,300.8,1,1,253.53836111112,768303.0,1795276.0,0.049611111111112,0,379274.0,132777.0,781483.0,0
84,2020-01-01 09:32:00,299.40000000000003,1,1,276.10347222222,829949.0,2038285.0,0.054194444444444,0,443618.0,141098.0,874615.0,0
84,2020-01-01 09:33:00,298.6,1,1,296.67836111112,959689.0,2155546.0,0.054194444444444,0,463778.0,147806.0,1006526.0,0
84,2020-01-01 09:34:00,298.20000000000005,1,1,312.84763888888,1011845.0,2225903.0,0.058111111111112,0,474974.0,154802.0,1027002.0,0
84,2020-01-01 09:35:00,296.6,1,1,341.55433333334,1155274.0,2379733.0,0.075888888888888,0,524438.0,177778.0,1136709.0,0
84,2020-01-01 09:36:00,295.40000000000003,1,1,375.27025,1181443.0,2508161.0,0.105166666666666,0,622070.0,183747.0,1213318.0,0
84,2020-01-01 09:37:00,294.0,1,1,420.25988888888,1277890.0,2763767.0,0.116,0,659643.0,197351.0,1300366.0,0
84,2020-01-01 09:38:00,292.40000000000003,1,1,442.526,1379758.0,3090873.0,0.155972222222222,0,717543.0,208416.0,1548328.0,0
84,2020-01-01 09:39:00,291.20000000000005,1,1,454.95602777778,1423113.0,3313447.0,0.155972222222222,0,732843.0,216354.0,1738570.0,0
84,2020-01-01 09:40:00,289.6,1,1,502.61786111112,1514724.0,3542234.0,0.181222222222222,0,819844.0,241875.0,1862031.0,0
84,2020-01-01 09:41:00,288.20000000000005,1,1,568.24141666666,1608012.0,3725483.0,0.21016666666666,0,922504.0,256883.0,1941084.0,0
84,2020-01-01 09:42:00,287.0,1,1,636.78041666666,1704251.0,3938462.0,0.21333333333334,0,1005016.0,285171.0,2013521.0,0
84,2020-01-01 09:43:00,285.40000000000003,1,1,689.22863888888,1761373.0,4097179.0,0.21333333333334,0,1100224.0,299488.0,2059724.0,0
84,2020-01-01 09:44:00,284.0,1,1,711.49819444444,1790688.0,4280830.0,0.21333333333334,0,1168384.0,308404.0,2103236.0,0
84,2020-01-01 09:45:00,283.20000000000005,1,1,717.07708333334,1794926.0,4406306.0,0.21333333333334,0,1177876.0,314377.0,2104796.0,0
84,2020-01-01 09:46:00,282.40000000000003,1,1,727.16488888888,1816143.0,4453925.0,0.21333333333334,0,1184849.0,324941.0,2147943.0,0
84,2020-01-01 09:47:00,280.8,1,1,780.67733333334,1893714.0,4596743.0,0.21333333333334,0,1247321.0,344242.0,2229167.0,0
84,2020-01-01 09:48:00,279.8,1,1,818.41102777778,1951681.0,4775480.0,0.23430555555556,0,1338257.0,351166.0,2343814.0,0
84,2020-01-01 09:49:00,279.20000000000005,1,1,858.74616666666,2005098.0,4844029.0,0.25130555555556,0,1424850.0,355750.0,2360299.0,0
84,2020-01-01 09:50:00,278.6,1,1,870.39938888888,2034959.0,4923602.0,0.26869444444444,0,1488978.0,357799.0,2515038.0,0
84,2020-01-01 09:51:00,277.6,1,1,895.31519444444,2081330.0,4999405.0,0.28241666666666,0,1540290.0,367507.0,2540440.0,0
84,2020-01-01 09:52:00,277.0,1,1,899.17755555556,2099582.0,5028369.0,0.28241666666666,0,1540314.0,371941.0,2563086.0,0
84,2020-01-01 09:53:00,275.20000000000005,1,1,902.21791666666,2104613.0,5086557.0,0.28241666666666,0,1540314.0,375333.0,2582924.0,0
84,2020-01-01 09:54:00,274.40000000000003,1,1,927.58022222222,2172083.0,5139272.0,0.28241666666666,0,1559022.0,390801.0,2650238.0,0
84,2020-01-01 09:55:00,270.0,1,1,943.95638888888,2204518.0,5242583.0,0.28241666666666,0,1567783.0,407785.0,2693399.0,0
84,2020-01-01 09:56:00,264.20000000000005,1,1,946.00094444444,2207392.0,5314785.0,0.28241666666666,0,1567819.0,410742.0,2704501.0,0
84,2020-01-01 09:57:00,261.40000000000003,1,1,948.20202777778,2214750.0,5351653.0,0.28241666666666,0,1567903.0,420179.0,2738860.0,0
84,2020-01-01 09:58:00,259.8,1,1,950.768888888892,2218222.0,5365485.0,0.28241666666666,0,1568179.0,421191.0,2743683.0,0
84,2020-01-01 09:59:00,258.8,1,1,980.143555555558,2254869.0,5444096.0,0.28241666666666,0,1574071.0,438315.0,2786804.0,0
84,2020-01-01 10:00:00,257.40000000000003,1,1,1072.189333333336,2359389.0,5498020.0,0.28241666666666,0,1598479.0,474772.0,2827754.0,0
84,2020-01-01 10:01:00,256.6,1,1,1133.424472222224,2448192.0,5541102.0,0.28241666666666,0,1618807.0,501220.0,2851583.0,0
84,2020-01-01 10:02:00,256.0,1,1,1141.453361111114,2457877.0,5566283.0,0.28241666666666,0,1619911.0,505352.0,2859539.0,0
84,2020-01-01 10:03:00,254.6,1,1,1219.75555555556,2605063.0,5616671.0,0.28241666666666,0,1640779.0,541460.0,2945158.0,0
