source,time_step,RUL,event,459_15,167_5,459_8,459_11,835_0,459_14,397_23,309_0,167_0,158_8,397_6,158_6,370_0,Spec_1_Cat1,167_8,272_6,167_1,291_2,459_16,291_0,397_4,397_35,459_12,397_2,397_7
52,2020-01-01 03:53:00,159.0,1,29515.602444444,78724987.0,2874.802,3474.3840277778,73490413.0,7825.2629444444,72.0,258.0,7087.0,1734322.0,1908578.0,2675066.0,0.0,1,0.0,52.0,4301318.0,3991.0,45.260388888888,8690.0,77820.0,80.0,4197.6478333334,2656711.0,1814916.0
52,2020-01-01 03:54:00,157.4,1,30398.194555556,80898487.0,2952.3635555556,3555.5098611112,75376943.0,8033.6069444444,72.0,259.0,7222.0,1791646.0,1929290.0,2762606.0,0.0,1,0.0,52.0,4332398.0,4102.0,47.095972222222,8765.0,79217.0,80.0,4291.2265833334,2738535.0,1842968.0
52,2020-01-01 03:55:00,156.2,1,31087.278555556,82241903.0,2984.7603055556,3598.3472777778,76682903.0,8156.6111388888,72.0,259.0,7222.0,1809046.0,1961344.0,2811686.0,0.0,1,0.0,52.0,4374698.0,4156.0,48.396055555556,8864.0,79517.0,80.0,4351.1121944444,2799847.0,1863144.0
52,2020-01-01 03:56:00,154.2,1,31793.642666666,84472343.0,3097.3377777778,3742.8728611112,79222803.0,8499.6370833334,72.0,259.0,7223.0,1874482.0,2004676.0,2918139.0,0.0,1,0.0,52.0,4396208.0,4273.0,49.35775,9116.0,81058.0,80.0,4538.18275,2863427.0,1903966.0
52,2020-01-01 03:57:00,152.8,1,32472.775777778,85708598.0,3121.3255555556,3773.0758055556,80223783.0,8617.1726111112,72.0,259.0,7223.0,1904578.0,2015128.0,2961111.0,0.0,1,0.0,52.0,4399688.0,4300.0,50.879555555556,9173.0,81415.0,80.0,4576.5748888888,2909019.0,1913954.0
52,2020-01-01 03:58:00,152.0,1,32481.951166666,85749518.0,3127.5785555556,3777.9769444444,80329544.0,8623.8038888888,72.0,260.0,7224.0,1907542.0,2023493.0,2964339.0,0.0,1,0.0,52.0,4404398.0,4327.0,50.881527777778,9203.0,81464.0,80.0,4581.9048888888,2910460.0,1915954.0
52,2020-01-01 03:59:00,150.6,1,33547.299222222,87632348.0,3164.2158611112,3823.482,81944884.0,8821.4297777778,72.0,260.0,7614.0,1952590.0,2039462.0,3031599.0,0.0,1,0.0,52.0,4405733.0,4396.0,52.580444444444,9263.0,81992.0,80.0,4643.3746944444,2974988.0,1933279.0
52,2020-01-01 04:00:00,149.2,1,34233.554222222,88696208.0,3207.9755555556,3872.9656666666,83271864.0,8951.0401944444,72.0,260.0,8124.0,1985974.0,2069254.0,3090399.0,0.0,1,0.0,52.0,4413668.0,4483.0,53.759888888888,9395.0,82349.0,80.0,4708.7227222222,3027181.0,1953144.0
52,2020-01-01 04:01:00,147.8,1,35249.519444444,89908643.0,3252.2461388888,3931.1598055556,84770824.0,9140.6141388888,72.0,261.0,8394.0,2056726.0,2086840.0,3171399.0,0.0,1,0.0,52.0,4418378.0,4528.0,56.426222222222,9473.0,86884.0,80.0,4791.3286388888,3119415.0,1968341.0
52,2020-01-01 04:02:00,146.4,1,35832.636111112,90821888.0,3273.7590277778,3958.1256666666,85757244.0,9250.68775,72.0,261.0,8394.0,2069218.0,2109109.0,3205707.0,0.0,1,0.0,52.0,4449548.0,4546.0,57.472083333334,9557.0,86941.0,80.0,4828.0286944444,3172927.0,1982378.0
52,2020-01-01 04:03:00,144.8,1,36677.651638888,92178278.0,3296.4346666666,3983.3061111112,86962275.0,9397.2325555556,72.0,261.0,10209.0,2097491.0,2126821.0,3257752.0,0.0,1,0.0,52.0,4495733.0,4570.0,59.423472222222,9653.0,87722.0,80.0,4866.7934722222,3246507.0,1993938.0
52,2020-01-01 04:04:00,143.6,1,37810.512638888,94364378.0,3353.276,4051.4621111112,88879785.0,9650.4723333334,72.0,261.0,10854.0,2152296.0,2148466.0,3350500.0,0.0,1,0.0,52.0,4525943.0,4645.0,61.506,9758.0,89280.0,80.0,4955.0675833334,3343183.0,2014822.0
52,2020-01-01 04:05:00,142.0,1,38529.456805556,96075983.0,3422.7898333334,4130.5885555556,90385645.0,9809.548,76.0,261.0,11424.0,2206380.0,2173787.0,3422812.0,0.0,1,0.0,52.0,4564283.0,4687.0,62.919472222222,9836.0,90860.0,84.0,5044.0424444444,3417712.0,2032574.0
52,2020-01-01 04:06:00,140.8,1,39417.781138888,97963463.0,3477.2520277778,4196.9859722222,92003395.0,10045.4523055556,76.0,261.0,11874.0,2267532.0,2201468.0,3513748.0,0.0,1,0.0,52.0,4628378.0,4741.0,64.461333333334,9926.0,92217.0,84.0,5140.9730555556,3497313.0,2053106.0
52,2020-01-01 04:07:00,139.2,1,40396.97775,99396278.0,3525.1860555556,4239.2076944444,93467235.0,10217.1918333334,76.0,261.0,12789.0,2310912.0,2221040.0,3600520.0,0.0,1,0.0,52.0,4642223.0,4801.0,66.23625,10016.0,93930.0,84.0,5196.1701388888,3571317.0,2068919.0
52,2020-01-01 04:08:00,138.0,1,41199.106944444,100919033.0,3557.2205277778,4273.3046666666,94818555.0,10381.0295833334,76.0,261.0,12789.0,2332296.0,2236892.0,3649588.0,0.0,1,0.0,52.0,4663028.0,4837.0,67.308444444444,10109.0,94255.0,84.0,5246.9054722222,3646895.0,2091491.0
52,2020-01-01 04:09:00,136.6,1,42246.758361112,102841223.0,3604.3583611112,4321.3531388888,96525505.0,10599.7855555556,76.0,262.0,13164.0,2357616.0,2262445.0,3703816.0,0.0,1,0.0,52.0,4673018.0,4897.0,68.322194444444,10181.0,94384.0,84.0,5309.7801944444,3710268.0,2112635.0
52,2020-01-01 04:10:00,135.0,1,43494.493333334,104997128.0,3693.9170277778,4396.2939722222,98688525.0,10807.8458611112,80.0,262.0,13164.0,2420364.0,2294741.0,3806020.0,0.0,1,0.0,52.0,4700528.0,4945.0,70.983527777778,10283.0,97036.0,84.0,5400.7895277778,3824688.0,2137907.0
52,2020-01-01 04:11:00,134.8,1,43578.865666666,105424328.0,3726.2463333334,4434.0242222222,99196735.0,10882.7604722222,80.0,262.0,13164.0,2443345.0,2304057.0,3835240.0,0.0,1,0.0,52.0,4705898.0,4969.0,71.109222222222,10326.0,98153.0,84.0,5453.2947777778,3838833.0,2145704.0
52,2020-01-01 04:12:00,133.8,1,43891.457222222,106059038.0,3761.5648333334,4463.7430833334,99931586.0,10940.9164444444,84.0,262.0,13165.0,2462318.0,2322566.0,3864604.0,0.0,1,0.0,52.0,4744733.0,5032.0,71.701916666666,10408.0,98695.0,84.0,5496.5441111112,3860110.0,2156948.0
52,2020-01-01 04:13:00,131.0,1,45925.257722222,110029073.0,3855.9560833334,4567.6841388888,103242366.0,11311.9279166666,88.0,290.0,13165.0,2567342.0,2373034.0,3997480.0,0.0,1,0.0,52.0,4868903.0,5134.0,75.540222222222,10624.0,102735.0,84.0,5630.5046944444,4028307.0,2188517.0
52,2020-01-01 04:14:00,128.8,1,47919.050944444,114185993.0,3955.7113333334,4669.85975,106607536.0,11680.4064722222,88.0,304.0,13165.0,2659178.0,2431290.0,4118680.0,0.0,1,0.0,52.0,4977758.0,5311.0,79.755361111112,10867.0,105461.0,84.0,5749.2662777778,4202824.0,2224358.0
52,2020-01-01 04:15:00,127.8,1,48345.179777778,115001498.0,3980.3841111112,4704.9960555556,107383766.0,11758.7504722222,88.0,346.0,13165.0,2695671.0,2472479.0,4150228.0,0.0,1,0.0,52.0,5063003.0,5341.0,80.7175,10924.0,106547.0,84.0,5785.3042777778,4241037.0,2230551.0
52,2020-01-01 04:16:00,126.8,1,48590.610222222,115403813.0,3990.5719722222,4715.1702222222,107739926.0,11781.8671111112,88.0,347.0,13165.0,2702931.0,2481379.0,4160836.0,0.0,1,0.0,52.0,5081903.0,5365.0,80.961055555556,10964.0,106703.0,84.0,5796.8231111112,4255014.0,2233520.0
52,2020-01-01 04:17:00,125.4,1,49542.488416666,117386948.0,4035.34975,4757.1269722222,109287987.0,11952.9891666666,88.0,361.0,13165.0,2753943.0,2516924.0,4220657.0,0.0,1,0.0,52.0,5147243.0,5410.0,82.373166666666,11075.0,107888.0,88.0,5852.0215277778,4356098.0,2245913.0
52,2020-01-01 04:18:00,125.2,1,49553.610583334,117434423.0,4040.8471111112,4761.3924722222,109382527.0,11957.7618333334,88.0,361.0,13165.0,2754459.0,2522234.0,4222313.0,0.0,1,0.0,52.0,5156993.0,5419.0,82.373166666666,11087.0,107941.0,88.0,5856.9897777778,4358214.0,2248259.0
52,2020-01-01 04:19:00,122.6,1,51557.603111112,121721063.0,4118.264,4850.6995833334,112789017.0,12356.7229166666,88.0,361.0,13166.0,2832220.0,2597330.0,4327013.0,0.0,1,0.0,52.0,5295653.0,5531.0,85.349111111112,11324.0,109269.0,88.0,5966.0029166666,4589878.0,2283063.0
52,2020-01-01 04:20:00,121.0,1,52353.602277778,123532598.0,4181.7414722222,4920.1341111112,114395837.0,12555.99325,88.0,375.0,13166.0,2912476.0,2637559.0,4400261.0,0.0,1,0.0,52.0,5319353.0,5600.0,87.171833333334,11465.0,112169.0,88.0,6056.9924166666,4692943.0,2301733.0
52,2020-01-01 04:21:00,119.8,1,53264.768611112,125548044.0,4250.9114444444,4989.221,116051387.0,12725.3428888888,88.0,431.0,13167.0,2999177.0,2674688.0,4459889.0,0.0,1,1555.0,1780.0,5375573.0,5636.0,89.217805555556,11543.0,115049.0,88.0,6147.9769722222,4794447.0,2314393.0
52,2020-01-01 04:22:00,117.0,1,55077.463194444,129463269.0,4350.6397222222,5106.7041111112,119232418.0,13118.4729722222,96.0,683.0,13167.0,3126917.0,2736557.0,4602509.0,0.0,1,3505.0,3795.0,5439203.0,5769.0,92.321611111112,11900.0,118537.0,88.0,6297.85225,5015971.0,2346766.0
52,2020-01-01 04:23:00,115.4,1,55871.817611112,131816305.0,4414.2023611112,5190.3211944444,121133368.0,13361.8778333334,96.0,698.0,13167.0,3187661.0,2770653.0,4680869.0,0.0,1,3505.0,3796.0,5465798.0,5850.0,93.842944444444,12086.0,119733.0,88.0,6424.4491666666,5110671.0,2381334.0
52,2020-01-01 04:24:00,114.0,1,56555.838166666,133817666.0,4483.5929722222,5285.0207777778,122817038.0,13564.2948333334,100.0,698.0,13167.0,3244409.0,2811005.0,4751189.0,0.0,1,3505.0,3797.0,5501333.0,5937.0,95.140388888888,12209.0,121769.0,88.0,6528.9629166666,5204128.0,2403402.0
52,2020-01-01 04:25:00,112.8,1,57359.165555556,135459762.0,4517.69975,5323.5516944444,124218178.0,13717.3845833334,100.0,698.0,13167.0,3279018.0,2839977.0,4799969.0,0.0,1,3505.0,3797.0,5513123.0,5997.0,96.541305555556,12279.0,122478.0,88.0,6576.6706111112,5278988.0,2423096.0
52,2020-01-01 04:26:00,108.4,1,59453.681194444,140815122.0,4698.9663055556,5538.9334444444,129054638.0,14344.2330277778,104.0,894.0,13167.0,3445230.0,2993249.0,5007053.0,0.0,1,5020.0,7320.0,5567648.0,6168.0,114.910888888888,12660.0,126519.0,92.0,6868.4138611112,5556628.0,2477217.0
52,2020-01-01 04:27:00,107.0,1,59996.741472222,142433532.0,4770.3077222222,5603.0418611112,130531378.0,14513.3907777778,104.0,936.0,13167.0,3484158.0,3028390.0,5061089.0,0.0,1,5020.0,7320.0,5574533.0,6237.0,116.2175,12786.0,127180.0,92.0,6948.9078611112,5628336.0,2500849.0
52,2020-01-01 04:28:00,105.8,1,60987.655277778,144457512.0,4813.1566666666,5657.7035277778,132286848.0,14720.7675,104.0,950.0,13167.0,3528582.0,3057950.0,5121125.0,0.0,1,5020.0,7320.0,5584133.0,6309.0,117.90625,12954.0,127717.0,92.0,7022.6788055556,5743000.0,2519117.0
52,2020-01-01 04:29:00,104.4,1,61700.631166666,145961562.0,4853.7393888888,5713.5511388888,133792518.0,14888.0513888888,104.0,950.0,13167.0,3551695.0,3084646.0,5166690.0,0.0,1,5020.0,7320.0,5587553.0,6384.0,119.357777777778,13065.0,128097.0,92.0,7092.6494722222,5821184.0,2541127.0
52,2020-01-01 04:30:00,103.0,1,62548.445361112,147575292.0,4908.9774166666,5762.3833333334,135304258.0,15068.3798333334,104.0,951.0,13167.0,3618115.0,3110130.0,5238870.0,0.0,1,5020.0,7320.0,5618738.0,6444.0,121.301638888888,13173.0,129611.0,92.0,7157.5396388888,5927661.0,2556099.0
52,2020-01-01 04:31:00,101.6,1,63080.620222222,149598702.0,4982.83025,5889.2106666666,136983589.0,15291.543,108.0,1077.0,13167.0,3696211.0,3134730.0,5310630.0,0.0,1,5020.0,7320.0,5643878.0,6495.0,122.642722222222,13284.0,131305.0,92.0,7318.2553888888,6002379.0,2579540.0
52,2020-01-01 04:32:00,100.0,1,64273.649833334,152098377.0,5027.0338888888,5948.4016944444,139034949.0,15505.9487777778,112.0,1077.0,13167.0,3757339.0,3161302.0,5387658.0,0.0,1,5020.0,7320.0,5677418.0,6570.0,125.076777777778,13432.0,133285.0,92.0,7413.1460555556,6141536.0,2599393.0
52,2020-01-01 04:33:00,98.6,1,65005.931111112,153660942.0,5074.6808333334,6013.6488055556,140470179.0,15728.0685,116.0,1091.0,13167.0,3835700.0,3202567.0,5450983.0,0.0,1,5020.0,7320.0,5707208.0,6667.0,126.186222222222,13583.0,137326.0,92.0,7500.6786666666,6217628.0,2614505.0
52,2020-01-01 04:34:00,97.0,1,65392.925666666,154441692.0,5096.7138888888,6035.2445555556,141220850.0,15842.6160555556,116.0,1091.0,13167.0,3869901.0,3228127.0,5473003.0,0.0,1,5380.0,7918.0,5721368.0,6709.0,126.985583333334,13749.0,139654.0,92.0,7540.3113055556,6271781.0,2622781.0
52,2020-01-01 04:35:00,95.8,1,65848.62475,155386902.0,5145.228,6072.7150277778,142165260.0,15907.1701944444,116.0,1091.0,13168.0,3890697.0,3251712.0,5506999.0,0.0,1,5380.0,7918.0,5730728.0,6766.0,128.32488888888798,13872.0,139982.0,92.0,7580.8683333334,6314393.0,2635730.0
