source,time_step,RUL,event,Spec_2_Cat8,158_9,459_5,459_19,Spec_7_Cat7,459_16,459_14,158_3,Spec_3_Cat3,397_26,397_18,397_30,158_1,397_32,272_6,397_25,397_17,291_7,158_4,397_11,459_18,291_2,291_6,459_9,Spec_6_Cat3,459_10,666_0,397_23,Spec_2_Cat3,Spec_7_Cat2,397_27,Spec_1_Cat3,Spec_3_Cat2,397_14,Spec_7_Cat1,158_7,Spec_1_Cat1,397_6,Spec_1_Cat4,167_4,Spec_5_Cat1,Spec_7_Cat6,459_0,158_2,291_9,397_3,459_1,459_2,835_0,397_8,459_3,397_24,291_0,272_8,Spec_6_Cat4,Spec_1_Cat2,167_3,Spec_6_Cat2,397_15,167_5,167_7,167_6,397_9,272_7,272_0,397_28,Spec_5_Cat2,397_29,Spec_2_Cat2,309_0,167_9,100_0,397_12,272_2,459_7,397_34,Spec_1_Cat16,Spec_7_Cat4,397_5,397_10,272_5,158_8,397_31,Spec_6_Cat1,291_4,Spec_1_Cat9,158_5,397_35,167_1,291_10,291_5,459_6,272_9,459_13,459_12,397_33,397_7,427_0,171_0,Spec_1_Cat15
52,2020-01-01 03:20:00,204.4,1,0,487528.0,242.40588888888,0.0009722222222222,0,14.9583333333334,2957.07175,5391543.0,0,202609.0,36913.0,1672.0,7786683.0,154911.0,0.0,169963.0,148.0,724.0,3664177.0,152.0,0.0119444444444444,1426.0,1230.0,1456.27244444444,0,975.73822222222,21359.0,36.0,0,0,11131.0,0,0,1510642.0,1,681578.0,1,893406.0,0,6003751.0,0,0,469.09127777778,12865503.0,1576.0,49968.0,170.524666666666,173.962472222222,27906220.0,2232103.0,196.130694444444,22461.0,3683.0,0.0,0,0,2115047.0,0,16029.0,27954211.0,59102.0,1011211.0,19243.0,0.0,3211990.0,963.0,0,12.0,0,154.0,0.0,2163912.0,119117.0,1103469.0,365.24597222222,3529.0,0,0,3628.0,3546.0,195340.0,528567.0,87180.0,0,922.0,0,2122490.0,52.0,2462809.0,385.0,573.0,307.64802777778,0.0,1910.01025,1449.90280555556,26983.0,792861.0,27499771.0,758610.0,0
52,2020-01-01 03:21:00,203.6,1,0,487528.0,242.97252777778,0.0009722222222222,0,14.9583333333334,2959.3941111112,5399931.0,0,202609.0,36989.0,1672.0,7827183.0,154911.0,0.0,169971.0,148.0,724.0,3666481.0,152.0,0.0119444444444444,1439.0,1239.0,1461.66319444444,0,976.64497222222,21359.0,36.0,0,0,11132.0,0,0,1511334.0,1,681578.0,1,901223.0,0,6019966.0,0,0,480.57022222222,12914307.0,1579.0,50044.0,171.969611111112,174.339722222222,27986000.0,2234248.0,196.566583333334,22482.0,3728.0,0.0,0,0,2136452.0,0,16066.0,27954212.0,59102.0,1011211.0,19335.0,0.0,3249548.0,963.0,0,12.0,0,154.0,0.0,2185102.0,120041.0,1114233.0,366.00086111112,3529.0,0,0,3629.0,5958.0,195340.0,528567.0,87180.0,0,928.0,0,2122754.0,52.0,2491714.0,385.0,579.0,308.51994444444,0.0,1912.49194444444,1450.718,26984.0,796730.0,27542693.0,759510.0,0
52,2020-01-01 03:22:00,202.4,1,0,517744.0,262.67591666666,0.0009722222222222,0,15.1435833333334,3212.4033333334,5720283.0,0,209458.0,39573.0,1992.0,8378451.0,167260.0,0.0,185056.0,156.0,781.0,3923030.0,160.0,0.0119444444444444,1536.0,1344.0,1612.02033333334,0,1075.70083333334,23543.0,36.0,0,0,11528.0,0,0,1572027.0,1,718778.0,1,951507.0,0,6337111.0,0,0,506.34188888888,13651348.0,1753.0,52160.0,183.278277777778,184.01775,29714020.0,2288904.0,210.77227777778,24534.0,3929.0,0.0,0,0,2296502.0,0,17591.0,29748453.0,59102.0,1040836.0,20691.0,0.0,3472849.0,1005.0,0,12.0,0,154.0,0.0,2326727.0,126505.0,1185811.0,395.2255,3617.0,0,0,3665.0,6278.0,206052.0,572715.0,104024.0,0,961.0,0,2248982.0,52.0,2609134.0,401.0,603.0,332.89236111112,0.0,2156.4026666666,1626.51808333334,28988.0,876574.0,29228058.0,802035.0,0
52,2020-01-01 03:23:00,200.6,1,0,556024.0,278.93827777778,0.0009722222222222,0,15.38225,3411.2640555556,5950803.0,0,216496.0,41581.0,2084.0,8925628.0,185648.0,0.0,194380.0,172.0,839.0,4096622.0,168.0,0.0119444444444444,1627.0,1423.0,1734.9693888889,0,1159.42338888888,27106.0,48.0,0,0,11984.0,0,0,1623519.0,1,757298.0,1,986183.0,0,6679666.0,0,0,526.87958333334,14269312.0,1870.0,61530.0,192.752194444444,192.830361111112,31192970.0,2338644.0,221.82555555556,26172.0,4070.0,0.0,0,0,2409392.0,0,18780.0,31252593.0,59102.0,1073026.0,22051.0,0.0,3575380.0,1029.0,0,12.0,0,154.0,0.0,2451092.0,130425.0,1260913.0,420.20836111112,3857.0,0,0,3693.0,6527.0,221561.0,636687.0,127592.0,0,1006.0,0,2333402.0,52.0,2682755.0,416.0,612.0,352.9935,0.0,2325.4250833334,1758.59944444444,32145.0,925134.0,30664295.0,838425.0,0
52,2020-01-01 03:24:00,198.2,1,0,561125.0,290.2315,0.0009722222222222,0,16.0825,3635.3209444444,6367479.0,0,219696.0,43493.0,2104.0,9445781.0,191352.0,0.0,200593.0,172.0,887.0,4267634.0,172.0,0.0119444444444444,1675.0,1504.0,1812.32594444444,0,1216.24069444444,28422.0,56.0,0,0,12368.0,0,0,1688972.0,1,773726.0,1,1032759.0,0,6997937.0,0,0,547.38525,15241324.0,1984.0,66830.0,199.387055555556,200.57641666666,32947160.0,2538976.0,231.14036111112,27773.0,4262.0,0.0,0,0,2539262.0,0,19629.0,33236013.0,59102.0,1080376.0,23356.0,0.0,3745381.0,1142.0,0,16.0,0,154.0,0.0,2557942.0,134629.0,1310703.0,436.72875,4021.0,0,0,3729.0,6843.0,227710.0,656007.0,133652.0,0,1076.0,0,2384186.0,56.0,2841800.0,441.0,675.0,366.93069444444,0.0,2444.9923611112,1848.73975,33725.0,990311.0,32456349.0,887850.0,0
52,2020-01-01 03:25:00,196.6,1,0,576617.0,303.15330555556,0.0009722222222222,0,18.74725,3703.3569722222,6775743.0,0,229280.0,44870.0,2124.0,9745145.0,201768.0,0.0,205881.0,172.0,917.0,4496954.0,180.0,0.0119444444444444,1723.0,1564.0,1866.50286111112,0,1248.50955555556,30102.0,60.0,0,0,13076.0,0,0,1794740.0,1,800630.0,1,1069503.0,0,7124567.0,0,0,561.60191666666,15886564.0,2044.0,69631.0,207.52086111112,210.73588888888,34381160.0,2704756.0,242.34088888888,29642.0,4373.0,0.0,0,0,2586707.0,0,20477.0,34817463.0,64263.0,1395331.0,24196.0,0.0,3816582.0,1280.0,0,16.0,0,154.0,0.0,2635157.0,137305.0,1327044.0,453.05777777778,4617.0,0,0,3809.0,7191.0,259703.0,686403.0,135648.0,0,1121.0,0,2475674.0,60.0,2889036.0,477.0,705.0,382.54041666666,0.0,2498.12125,1893.08536111112,36385.0,1009699.0,33944374.0,931770.0,0
52,2020-01-01 03:26:00,193.8,1,0,590837.0,319.06208333334,0.0009722222222222,0,19.079138888889,3795.1413055556,7018839.0,0,236397.0,47254.0,2176.0,10205729.0,211180.0,0.0,212669.0,180.0,989.0,4613258.0,192.0,0.021416666666666,1888.0,1768.0,1954.39027777778,0,1302.25486111112,31873.0,60.0,0,0,13585.0,0,0,1832856.0,1,824282.0,1,1119215.0,0,7433538.0,0,0,587.57886111112,16533184.0,2152.0,72835.0,220.06666666666,221.94516666666,35660550.0,2785753.0,255.3495,30731.0,4766.0,0.0,0,0,2705132.0,0,21474.0,35960238.0,65208.0,1543816.0,25370.0,0.0,3934713.0,1385.0,0,24.0,0,154.0,0.0,2783477.0,142365.0,1376002.0,474.81591666666,5005.0,0,0,3981.0,7493.0,276604.0,715924.0,140480.0,0,1212.0,0,2521755.0,64.0,2991306.0,483.0,774.0,402.13283333334,0.0,2576.5053888888,1963.25505555556,39313.0,1052051.0,35097251.0,960240.0,0
52,2020-01-01 03:27:00,192.6,1,0,612942.0,333.55225,0.0009722222222222,0,19.6754722222222,3926.7344166666,7248459.0,0,243907.0,48783.0,2236.0,10618794.0,225952.0,0.0,221209.0,180.0,1008.0,4803266.0,196.0,0.021416666666666,1939.0,1822.0,2053.6469722222,0,1368.51025,34470.0,60.0,0,0,14001.0,0,0,1894860.0,1,854942.0,1,1146827.0,0,7600279.0,0,0,602.77908333334,17151305.0,2236.0,79447.0,228.03788888888,230.36566666666,37002710.0,2854386.0,265.85588888888,32084.0,4946.0,0.0,0,0,2816372.0,0,22615.0,37463674.0,65209.0,1661387.0,26450.0,0.0,4000663.0,1433.0,0,24.0,0,168.0,0.0,2879058.0,145421.0,1427365.0,498.09177777778,5225.0,0,0,3997.0,7691.0,294402.0,763277.0,151764.0,0,1251.0,0,2608432.0,64.0,3038916.0,498.0,798.0,420.59591666666,0.0,2693.8053055556,2056.7470833334,42486.0,1084996.0,36438503.0,995430.0,0
52,2020-01-01 03:28:00,191.2,1,0,618774.0,343.95130555556,0.0009722222222222,0,20.214583333334,3990.2170555556,7389687.0,0,246724.0,50060.0,2269.0,10946286.0,230889.0,0.0,225713.0,188.0,1047.0,4890795.0,196.0,0.021416666666666,2020.0,1867.0,2107.1645555556,0,1407.59161111112,35143.0,64.0,0,0,14090.0,0,0,1922472.0,1,867842.0,1,1177477.0,0,7740964.0,0,0,615.98744444444,17577582.0,2287.0,82455.0,237.35030555556,237.47791666666,37869540.0,2889366.0,273.35030555556,33008.0,5117.0,0.0,0,0,2865752.0,0,23446.0,38387359.0,65209.0,1716573.0,27063.0,0.0,4076479.0,1433.0,0,24.0,0,168.0,0.0,2959053.0,148589.0,1451129.0,512.44561111112,5245.0,0,0,3998.0,7808.0,301656.0,780270.0,156832.0,0,1287.0,0,2652664.0,64.0,3095361.0,513.0,837.0,433.58972222222,0.0,2752.3709444444,2112.1321388888,42890.0,1115739.0,37265131.0,1015710.0,0
52,2020-01-01 03:29:00,189.6,1,0,633738.0,362.6125,0.001861111111111,0,21.205472222222,4155.9254166666,7703331.0,0,254881.0,52533.0,2469.0,11539518.0,243493.0,0.0,239353.0,188.0,1110.0,5096187.0,196.0,0.035694444444444,2137.0,1978.0,2236.9375833334,0,1500.55169444444,37117.0,64.0,0,0,14542.0,0,0,1984242.0,1,900554.0,1,1215887.0,0,7969084.0,0,0,634.03883333334,18368694.0,2380.0,89391.0,246.42338888888,246.86788888888,39602680.0,2966802.0,285.70372222222,35040.0,5249.0,0.0,0,0,2986967.0,0,25183.0,40406434.0,65209.0,1793568.0,28465.0,0.0,4143364.0,1465.0,0,24.0,0,169.0,0.0,3067354.0,152981.0,1525281.0,541.46808333334,5325.0,0,0,4042.0,8081.0,318452.0,823446.0,167656.0,0,1362.0,0,2756561.0,64.0,3150291.0,547.0,859.0,456.62827777778,0.0,2909.3329444444,2244.3942222222,45178.0,1172184.0,39029652.0,1060965.0,0
52,2020-01-01 03:30:00,188.4,1,0,639774.0,377.54002777778,0.001861111111111,0,21.763166666666,4314.9433055556,8048439.0,0,261923.0,55082.0,2649.0,12073338.0,248725.0,0.0,254533.0,188.0,1167.0,5294367.0,212.0,0.035694444444444,2260.0,2083.0,2357.7732777778,0,1582.83175,38216.0,68.0,0,0,15098.0,0,0,2047719.0,1,925622.0,1,1248996.0,0,8229154.0,0,0,654.44694444444,19167582.0,2500.0,93247.0,256.47169444444,256.78658333334,41265610.0,3060482.0,296.23238888888,36813.0,5429.0,0.0,0,0,3084917.0,0,26347.0,42320659.0,73714.0,1892898.0,29670.0,0.0,4205556.0,1511.0,0,24.0,0,211.0,0.0,3197274.0,157557.0,1576137.0,564.53283333334,5386.0,0,0,4058.0,8386.0,337550.0,843678.0,173025.0,0,1458.0,0,2846273.0,64.0,3189456.0,568.0,895.0,474.68011111112,0.0,3044.0436111112,2351.0459166666,46218.0,1224004.0,40665770.0,1103550.0,0
52,2020-01-01 03:31:00,187.0,1,0,663054.0,396.12386111112,0.001861111111111,0,22.426111111112,4449.5071666666,8244759.0,0,269343.0,57790.0,2785.0,12563911.0,262465.0,0.0,267281.0,189.0,1216.0,5433063.0,227.0,0.035694444444444,2338.0,2206.0,2477.4142777778,0,1657.77802777778,40120.0,68.0,0,0,15596.0,0,0,2083795.0,1,957050.0,1,1295324.0,0,8396539.0,0,0,675.49416666666,19749186.0,2602.0,97951.0,266.149,266.64722222222,42571390.0,3096171.0,308.96138888888,38634.0,5678.0,0.0,0,0,3183692.0,0,27796.0,43701034.0,74089.0,1993938.0,30655.0,0.0,4318175.0,1560.0,0,24.0,0,211.0,0.0,3314704.0,162046.0,1629087.0,591.49505555556,5735.0,0,0,4094.0,8615.0,357492.0,886555.0,183753.0,0,1518.0,0,2927825.0,76.0,3278046.0,580.0,946.0,496.44358333334,0.0,3161.4056111112,2443.7225833334,49142.0,1260900.0,41917031.0,1134510.0,0
52,2020-01-01 03:32:00,185.4,1,0,672522.0,413.31947222222,0.001861111111111,0,23.122416666666,4574.7507777778,8547867.0,0,274167.0,60067.0,2878.0,13128871.0,270270.0,0.0,276042.0,189.0,1279.0,5630499.0,228.0,0.035694444444444,2434.0,2338.0,2582.0153888888,0,1723.68986111112,41429.0,68.0,0,0,15837.0,0,0,2144983.0,1,975506.0,1,1341364.0,0,8641895.0,0,0,701.71152777778,20510875.0,2666.0,101011.0,275.91288888888,275.99538888888,44171810.0,3178956.0,320.56744444444,40175.0,5925.0,0.0,0,0,3353537.0,0,28905.0,45324709.0,74089.0,2063823.0,31703.0,0.0,4419640.0,1573.0,0,24.0,0,212.0,0.0,3474909.0,166567.0,1689902.0,617.17916666666,5867.0,0,0,4094.0,8793.0,367970.0,911503.0,189777.0,0,1608.0,0,3009689.0,76.0,3323526.0,607.0,1003.0,516.76725,0.0,3260.2716666666,2536.0360277778,50586.0,1309737.0,43414472.0,1172895.0,0
52,2020-01-01 03:33:00,183.8,1,0,689178.0,431.11705555556,0.001861111111111,0,23.9225,4681.95175,8742663.0,0,280895.0,62311.0,3086.0,13577395.0,280831.0,0.0,286675.0,189.0,1369.0,5776011.0,228.0,0.035694444444444,2518.0,2483.0,2690.2981666666,0,1792.33347222222,42941.0,68.0,0,0,16242.0,0,0,2186935.0,1,1000670.0,1,1375105.0,0,8818160.0,0,0,719.26991666666,21026887.0,2762.0,103960.0,284.91938888888,285.43136111112,45365550.0,3225133.0,332.37369444444,41707.0,6130.0,0.0,0,0,3432017.0,0,30201.0,46556434.0,74089.0,2237358.0,32728.0,0.0,4466921.0,1619.0,0,24.0,0,254.0,0.0,3570894.0,171055.0,1717657.0,641.59597222222,6007.0,0,0,4094.0,9021.0,388055.0,945259.0,198106.0,0,1644.0,0,3088073.0,76.0,3351921.0,619.0,1066.0,538.63316666666,0.0,3351.4264722222,2610.2185833334,52774.0,1339589.0,44582463.0,1201800.0,0
52,2020-01-01 03:34:00,182.8,1,0,691806.0,444.84872222222,0.001861111111111,0,24.068555555556,4878.4013055556,9066759.0,0,284988.0,64282.0,3190.0,13976479.0,284031.0,0.0,296711.0,189.0,1420.0,5965960.0,228.0,0.035694444444444,2623.0,2555.0,2773.9355833334,0,1849.9205,43536.0,68.0,0,0,16538.0,0,0,2244484.0,1,1012910.0,1,1412649.0,0,8988485.0,0,0,738.11380555556,21689743.0,2847.0,105517.0,296.76066666666,295.67158333334,46726321.0,3299706.0,343.66863888888,43057.0,6323.0,0.0,0,0,3544007.0,0,31177.0,48078574.0,74089.0,2301018.0,33672.0,0.0,4546507.0,1660.0,0,24.0,0,254.0,0.0,3680399.0,175748.0,1759361.0,660.46161111112,6044.0,0,0,4094.0,9333.0,393957.0,956779.0,200882.0,0,1692.0,0,3160601.0,76.0,3405771.0,640.0,1087.0,555.24069444444,0.0,3489.3131666666,2700.2938888888,53558.0,1397553.0,45915476.0,1235955.0,0
52,2020-01-01 03:35:00,181.2,1,0,699282.0,460.03027777778,0.001861111111111,0,24.313777777778,5081.2181111112,9306543.0,0,293337.0,66094.0,3318.0,14395855.0,292339.0,0.0,309787.0,201.0,1460.0,6093628.0,232.0,0.035694444444444,2725.0,2627.0,2876.9774722222,0,1919.91075,45041.0,72.0,0,0,17370.0,0,0,2281089.0,1,1044854.0,1,1443973.0,0,9099440.0,0,0,753.632,22319659.0,2961.0,109117.0,304.43869444444,303.09494444444,47999371.0,3363279.0,354.21233333334,44934.0,6473.0,0.0,0,0,3609167.0,0,32170.0,49488574.0,74479.0,2462418.0,34557.0,0.0,4588198.0,1745.0,0,24.0,0,255.0,0.0,3765094.0,179108.0,1812960.0,683.13447222222,6210.0,0,0,4143.0,9639.0,417708.0,988087.0,210014.0,0,1734.0,0,3226049.0,76.0,3417246.0,652.0,1124.0,572.6255,0.0,3605.0648055556,2810.3213055556,55310.0,1443641.0,47200155.0,1268310.0,0
