source,time_step,RUL,event,167_6,397_0,167_5,397_2,158_1,291_6,397_30,427_0,397_13,459_6,397_6,397_10,Spec_1_Cat15,Spec_1_Cat5,291_1,291_10,397_9,397_7,Spec_1_Cat1,Spec_2_Cat5,459_9,171_0,397_26,167_7,397_21,291_3,272_5,397_34,397_33,459_5,397_28,Spec_2_Cat2,291_0,397_8,Spec_3_Cat2,272_3,158_2,397_12,397_3,Spec_7_Cat6,291_2,459_19,Spec_1_Cat10,Spec_7_Cat7,397_18,167_0,397_19,158_5,397_4,397_22
52,2020-01-01 03:20:00,204.4,1,1011211.0,1815342.0,27954211.0,954485.0,7786683.0,1230.0,1672.0,27499771.0,507098.0,307.64802777778,893406.0,3546.0,0,0,1480.0,385.0,19243.0,792861.0,1,0,1456.27244444444,758610.0,202609.0,59102.0,12510.0,2547.0,195340.0,3529.0,26983.0,242.40588888888,963.0,0,3683.0,2232103.0,0,2154049.0,12865503.0,119117.0,49968.0,0,1426.0,0.0009722222222222,0,0,36913.0,7083.0,313040.0,2122490.0,26457.0,1622.0
52,2020-01-01 03:21:00,203.6,1,1011211.0,1824042.0,27954212.0,955158.0,7827183.0,1239.0,1672.0,27542693.0,508378.0,308.51994444444,901223.0,5958.0,0,0,1495.0,385.0,19335.0,796730.0,1,0,1461.66319444444,759510.0,202609.0,59102.0,12514.0,2559.0,195340.0,3529.0,26984.0,242.97252777778,963.0,0,3728.0,2234248.0,0,2166789.0,12914307.0,120041.0,50044.0,0,1439.0,0.0009722222222222,0,0,36989.0,7083.0,313204.0,2122754.0,26526.0,1627.0
52,2020-01-01 03:22:00,202.4,1,1040836.0,1954390.0,29748453.0,989034.0,8378451.0,1344.0,1992.0,29228058.0,575614.0,332.89236111112,951507.0,6278.0,0,0,1570.0,401.0,20691.0,876574.0,1,0,1612.02033333334,802035.0,209458.0,59102.0,13079.0,2721.0,206052.0,3617.0,28988.0,262.67591666666,1005.0,0,3929.0,2288904.0,0,2286103.0,13651348.0,126505.0,52160.0,0,1536.0,0.0009722222222222,0,0,39573.0,7083.0,346560.0,2248982.0,27063.0,1697.0
52,2020-01-01 03:23:00,200.6,1,1073026.0,2113242.0,31252593.0,1029698.0,8925628.0,1423.0,2084.0,30664295.0,612347.0,352.9935,986183.0,6527.0,0,0,1678.0,416.0,22051.0,925134.0,1,0,1734.9693888889,838425.0,216496.0,59102.0,13591.0,2862.0,221561.0,3857.0,32145.0,278.93827777778,1029.0,0,4070.0,2338644.0,0,2391754.0,14269312.0,130425.0,61530.0,0,1627.0,0.0009722222222222,0,0,41581.0,7083.0,364420.0,2333402.0,29919.0,1745.0
52,2020-01-01 03:24:00,198.2,1,1080376.0,2233930.0,33236013.0,1082106.0,9445781.0,1504.0,2104.0,32456349.0,650144.0,366.93069444444,1032759.0,6843.0,0,0,1759.0,441.0,23356.0,990311.0,1,0,1812.32594444444,887850.0,219696.0,59102.0,13951.0,2995.0,227710.0,4021.0,33725.0,290.2315,1142.0,0,4262.0,2538976.0,0,2499524.0,15241324.0,134629.0,66830.0,0,1675.0,0.0009722222222222,0,0,43493.0,7083.0,379300.0,2384186.0,31384.0,1845.0
52,2020-01-01 03:25:00,196.6,1,1395331.0,2314504.0,34817463.0,1137063.0,9745145.0,1564.0,2124.0,33944374.0,661304.0,382.54041666666,1069503.0,7191.0,0,0,1807.0,477.0,24196.0,1009699.0,1,0,1866.50286111112,931770.0,229280.0,64263.0,14715.0,3097.0,259703.0,4617.0,36385.0,303.15330555556,1280.0,0,4373.0,2704756.0,0,2551719.0,15886564.0,137305.0,69631.0,0,1723.0,0.0009722222222222,0,0,44870.0,7083.0,388156.0,2475674.0,33124.0,2062.0
52,2020-01-01 03:26:00,193.8,1,1543816.0,2432240.0,35960238.0,1171523.0,10205729.0,1768.0,2176.0,35097251.0,686300.0,402.13283333334,1119215.0,7493.0,0,0,1957.0,483.0,25370.0,1052051.0,1,0,1954.39027777778,960240.0,236397.0,65208.0,15459.0,3437.0,276604.0,5005.0,39313.0,319.06208333334,1385.0,0,4766.0,2785753.0,0,2652690.0,16533184.0,142365.0,72835.0,0,1888.0,0.0009722222222222,0,0,47254.0,7083.0,402428.0,2521755.0,34296.0,2286.0
52,2020-01-01 03:27:00,192.6,1,1661387.0,2548272.0,37463674.0,1222817.0,10618794.0,1822.0,2236.0,36438503.0,712904.0,420.59591666666,1146827.0,7691.0,0,0,2029.0,498.0,26450.0,1084996.0,1,0,2053.6469722222,995430.0,243907.0,65209.0,16164.0,3566.0,294402.0,5225.0,42486.0,333.55225,1433.0,0,4946.0,2854386.0,0,2726088.0,17151305.0,145421.0,79447.0,0,1939.0,0.0009722222222222,0,0,48783.0,7083.0,420568.0,2608432.0,36017.0,2383.0
52,2020-01-01 03:28:00,191.2,1,1716573.0,2638788.0,38387359.0,1246759.0,10946286.0,1867.0,2269.0,37265131.0,733328.0,433.58972222222,1177477.0,7808.0,0,0,2077.0,513.0,27063.0,1115739.0,1,0,2107.1645555556,1015710.0,246724.0,65209.0,16424.0,3749.0,301656.0,5245.0,42890.0,343.95130555556,1433.0,0,5117.0,2889366.0,0,2760252.0,17577582.0,148589.0,82455.0,0,2020.0,0.0009722222222222,0,0,50060.0,7083.0,431305.0,2652664.0,37157.0,2412.0
52,2020-01-01 03:29:00,189.6,1,1793568.0,2786441.0,40406434.0,1306451.0,11539518.0,1978.0,2469.0,39029652.0,774193.0,456.62827777778,1215887.0,8081.0,0,0,2173.0,547.0,28465.0,1172184.0,1,0,2236.9375833334,1060965.0,254881.0,65209.0,17469.0,3879.0,318452.0,5325.0,45178.0,362.6125,1465.0,0,5249.0,2966802.0,0,2851434.0,18368694.0,152981.0,89391.0,0,2137.0,0.001861111111111,0,0,52533.0,7083.0,460930.0,2756561.0,38657.0,2480.0
52,2020-01-01 03:30:00,188.4,1,1892898.0,2934085.0,42320659.0,1364799.0,12073338.0,2083.0,2649.0,40665770.0,815418.0,474.68011111112,1248996.0,8386.0,0,0,2302.0,568.0,29670.0,1224004.0,1,0,2357.7732777778,1103550.0,261923.0,73714.0,18413.0,4077.0,337550.0,5386.0,46218.0,377.54002777778,1511.0,0,5429.0,3060482.0,0,2926029.0,19167582.0,157557.0,93247.0,0,2260.0,0.001861111111111,0,0,55082.0,7083.0,491558.0,2846273.0,40101.0,2616.0
52,2020-01-01 03:31:00,187.0,1,1993938.0,3057365.0,43701034.0,1403943.0,12563911.0,2206.0,2785.0,41917031.0,845766.0,496.44358333334,1295324.0,8615.0,0,0,2410.0,580.0,30655.0,1260900.0,1,0,2477.4142777778,1134510.0,269343.0,74089.0,19322.0,4230.0,357492.0,5735.0,49142.0,396.12386111112,1560.0,0,5678.0,3096171.0,0,2980772.0,19749186.0,162046.0,97951.0,0,2338.0,0.001861111111111,0,0,57790.0,7083.0,514419.0,2927825.0,42085.0,2764.0
52,2020-01-01 03:32:00,185.4,1,2063823.0,3222405.0,45324709.0,1453353.0,13128871.0,2338.0,2878.0,43414472.0,882483.0,516.76725,1341364.0,8793.0,0,0,2563.0,607.0,31703.0,1309737.0,1,0,2582.0153888888,1172895.0,274167.0,74089.0,19914.0,4440.0,367970.0,5867.0,50586.0,413.31947222222,1573.0,0,5925.0,3178956.0,0,3111760.0,20510875.0,166567.0,101011.0,0,2434.0,0.001861111111111,0,0,60067.0,7083.0,537468.0,3009689.0,42882.0,2856.0
52,2020-01-01 03:33:00,183.8,1,2237358.0,3328133.0,46556434.0,1497946.0,13577395.0,2483.0,3086.0,44582463.0,907437.0,538.63316666666,1375105.0,9021.0,0,0,2668.0,619.0,32728.0,1339589.0,1,0,2690.2981666666,1201800.0,280895.0,74089.0,20795.0,4603.0,388055.0,6007.0,52774.0,431.11705555556,1619.0,0,6130.0,3225133.0,0,3190203.0,21026887.0,171055.0,103960.0,0,2518.0,0.001861111111111,0,0,62311.0,7083.0,557613.0,3088073.0,44016.0,2948.0
52,2020-01-01 03:34:00,182.8,1,2301018.0,3434102.0,48078574.0,1530870.0,13976479.0,2555.0,3190.0,45915476.0,952205.0,555.24069444444,1412649.0,9333.0,0,0,2773.0,640.0,33672.0,1397553.0,1,0,2773.9355833334,1235955.0,284988.0,74089.0,21407.0,4762.0,393957.0,6044.0,53558.0,444.84872222222,1660.0,0,6323.0,3299706.0,0,3294918.0,21689743.0,175748.0,105517.0,0,2623.0,0.001861111111111,0,0,64282.0,7083.0,582433.0,3160601.0,44294.0,2992.0
52,2020-01-01 03:35:00,181.2,1,2462418.0,3541230.0,49488574.0,1569530.0,14395855.0,2627.0,3318.0,47200155.0,980441.0,572.6255,1443973.0,9639.0,0,0,2842.0,652.0,34557.0,1443641.0,1,0,2876.9774722222,1268310.0,293337.0,74479.0,22252.0,4849.0,417708.0,6210.0,55310.0,460.03027777778,1745.0,0,6473.0,3363279.0,0,3343240.0,22319659.0,179108.0,109117.0,0,2725.0,0.001861111111111,0,0,66094.0,7084.0,602341.0,3226049.0,45682.0,3168.0
52,2020-01-01 03:36:00,180.6,1,2578518.0,3608254.0,50789569.0,1640743.0,14675779.0,2660.0,3386.0,48406371.0,995541.0,581.00502777778,1463101.0,9711.0,0,0,2881.0,674.0,35134.0,1467917.0,1,0,2923.0649722222,1303005.0,301457.0,79369.0,22504.0,4931.0,433113.0,6290.0,55979.0,468.44591666666,1763.0,0,6519.0,3458891.0,0,3383670.0,22865059.0,181332.0,110738.0,0,2795.0,0.001861111111111,0,0,66887.0,7084.0,610657.0,3283553.0,46774.0,3221.0
52,2020-01-01 03:37:00,179.6,1,2581698.0,3611702.0,50842519.0,1642036.0,14706367.0,2669.0,3390.0,48455398.0,997198.0,582.9565,1469837.0,9773.0,0,0,2890.0,674.0,35271.0,1469661.0,1,0,2930.3771388888,1304025.0,301897.0,79369.0,22630.0,4934.0,433854.0,6302.0,56059.0,471.22544444444,1775.0,0,6540.0,3459816.0,0,3384762.0,22890583.0,181872.0,111055.0,0,2807.0,0.001861111111111,0,0,67037.0,7084.0,611737.0,3286985.0,46882.0,3233.0
52,2020-01-01 03:38:00,179.0,1,2610348.0,3690622.0,51901400.0,1670221.0,14978131.0,2717.0,3414.0,49397955.0,1018774.0,595.32188888888,1491738.0,9994.0,0,0,2912.0,674.0,36045.0,1505049.0,1,0,2993.8044166666,1327050.0,305718.0,79369.0,23058.0,5045.0,440731.0,6390.0,56783.0,482.56638888888,1801.0,0,6612.0,3506050.0,0,3426168.0,23371963.0,184966.0,113419.0,0,2861.0,0.001861111111111,0,0,68757.0,7084.0,626613.0,3325745.0,47642.0,3298.0
52,2020-01-01 03:39:00,178.0,1,2610349.0,3730772.0,52299560.0,1679849.0,15101239.0,2736.0,3462.0,49784253.0,1026768.0,600.42644444444,1503374.0,10049.0,0,0,2942.0,677.0,36426.0,1516277.0,1,0,3016.7681111112,1336620.0,307359.0,79370.0,23210.0,5123.0,443162.0,6398.0,57139.0,486.79758333334,1821.0,0,6663.0,3528851.0,0,3447865.0,23586139.0,186390.0,114543.0,0,2882.0,0.001861111111111,0,0,69566.0,7084.0,633217.0,3344105.0,47930.0,3327.0
52,2020-01-01 03:40:00,177.2,1,2629129.0,3906564.0,54021320.0,1731085.0,15718292.0,2832.0,3554.0,51388251.0,1055244.0,620.23138888888,1539031.0,10437.0,0,0,3009.0,689.0,37755.0,1546319.0,1,0,3137.8683333334,1376895.0,317399.0,79370.0,24110.0,5264.0,459503.0,6514.0,59136.0,502.86619444444,1913.0,0,6798.0,3599858.0,0,3534172.0,24229099.0,190298.0,122995.0,0,2945.0,0.001861111111111,0,0,72506.0,7084.0,658254.0,3420197.0,51618.0,3492.0
52,2020-01-01 03:41:00,175.8,1,2639689.0,4042272.0,55932605.0,1822137.0,16166648.0,2895.0,3562.0,53129705.0,1070981.0,630.58672222222,1561379.0,10565.0,0,0,3057.0,722.0,38311.0,1565177.0,1,0,3188.29275,1427415.0,328019.0,79370.0,24483.0,5438.0,464937.0,6582.0,59848.0,510.75388888888,1942.0,0,6927.0,3750559.0,0,3621389.0,24997699.0,193372.0,127375.0,0,3026.0,0.0054444444444444,0,0,74119.0,7084.0,673164.0,3515550.0,53218.0,3553.0
52,2020-01-01 03:42:00,174.2,1,2647490.0,4261500.0,58355031.0,1885594.0,16874336.0,2955.0,3670.0,55184846.0,1092578.0,649.61802777778,1586991.0,10878.0,0,0,3106.0,761.0,39283.0,1587150.0,1,0,3282.2926944444,1484805.0,344348.0,79370.0,25251.0,5537.0,482097.0,6714.0,62140.0,524.632,2046.0,0,7020.0,3885565.0,0,3684010.0,25737079.0,196781.0,132163.0,0,3080.0,0.0054444444444444,0,0,76983.0,7084.0,695008.0,3616698.0,54922.0,3678.0
52,2020-01-01 03:43:00,173.0,1,2691845.0,4429008.0,60017511.0,1940351.0,17468288.0,3018.0,3767.0,56668856.0,1113150.0,667.21841666666,1618552.0,11062.0,0,0,3169.0,782.0,40108.0,1605247.0,1,0,3367.868,1524720.0,360272.0,79371.0,26104.0,5669.0,499725.0,6839.0,63513.0,538.23183333334,2154.0,0,7215.0,3947898.0,0,3733371.0,26298619.0,201165.0,136808.0,0,3149.0,0.0054444444444444,0,0,79980.0,7084.0,716121.0,3705463.0,57294.0,3870.0
52,2020-01-01 03:44:00,171.4,1,2723150.0,4619725.0,61849896.0,1995559.0,18137444.0,3138.0,3923.0,58321419.0,1133107.0,690.513,1647864.0,11522.0,0,0,3250.0,800.0,41360.0,1626304.0,1,0,3487.0146666666,1567350.0,374108.0,79371.0,27284.0,5894.0,515286.0,7171.0,66362.0,556.81975,2323.0,0,7371.0,4021739.0,0,3827920.0,26906371.0,205625.0,142901.0,0,3240.0,0.0054444444444444,0,0,83128.0,7084.0,738257.0,3794647.0,60050.0,4134.0
52,2020-01-01 03:45:00,170.0,1,2738615.0,4775414.0,63576096.0,2062856.0,18706940.0,3282.0,4075.0,59930521.0,1150174.0,713.80608333334,1686216.0,12054.0,0,0,3340.0,821.0,43008.0,1645741.0,1,0,3594.6154444444,1609050.0,384900.0,79371.0,28389.0,6173.0,527611.0,7323.0,68218.0,575.17505555556,2439.0,0,7572.0,4120139.0,0,3912264.0,27611935.0,210945.0,151366.0,0,3429.0,0.0054444444444444,0,0,86073.0,7084.0,756421.0,3878875.0,63524.0,4282.0
52,2020-01-01 03:46:00,168.6,1,2757875.0,4924176.0,65601036.0,2137212.0,19235384.0,3343.0,4143.0,61679125.0,1167974.0,731.72966666666,1714105.0,12330.0,0,0,3403.0,845.0,43958.0,1667073.0,1,0,3678.1333888888,1657935.0,399036.0,80676.0,29033.0,6365.0,541703.0,7455.0,69943.0,589.04483333334,2572.0,0,7740.0,4247164.0,0,3980579.0,28304083.0,215149.0,155634.0,0,3462.0,0.0054444444444444,0,0,88634.0,7085.0,772861.0,3973879.0,64756.0,4474.0
52,2020-01-01 03:47:00,167.2,1,2771825.0,5116530.0,67590651.0,2206554.0,19827524.0,3403.0,4207.0,63498515.0,1184882.0,747.43347222222,1739697.0,12504.0,0,0,3454.0,881.0,44739.0,1683369.0,1,0,3772.8294722222,1708995.0,410477.0,80676.0,29673.0,6507.0,553169.0,7643.0,72011.0,601.44333333334,2644.0,0,7887.0,4380401.0,0,4074998.0,29052427.0,218661.0,161590.0,0,3528.0,0.0054444444444444,0,0,91166.0,7086.0,791709.0,4064047.0,66572.0,4610.0
52,2020-01-01 03:48:00,164.6,1,2825496.0,5350859.0,70155366.0,2302178.0,20623749.0,3499.0,4347.0,65736498.0,1206854.0,772.91747222222,1776062.0,12910.0,0,0,3518.0,908.0,46051.0,1707203.0,1,0,3896.7838333334,1769820.0,431405.0,80676.0,30793.0,6711.0,576348.0,7956.0,75327.0,623.55172222222,2844.0,0,8035.0,4497138.0,0,4172940.0,29891780.0,224109.0,171574.0,0,3612.0,0.0054444444444444,0,0,94570.0,7086.0,814418.0,4185079.0,69537.0,4878.0
52,2020-01-01 03:49:00,164.2,1,2849721.0,5549727.0,72175836.0,2378623.0,21229557.0,3613.0,4459.0,67581782.0,1232214.0,791.77755555556,1804282.0,13195.0,0,0,3629.0,941.0,47155.0,1740791.0,1,0,3990.4160833334,1819470.0,447509.0,80841.0,31577.0,6945.0,591415.0,8116.0,76968.0,639.96013888888,2940.0,0,8197.0,4603003.0,0,4347218.0,30720201.0,230330.0,176930.0,0,3751.0,0.0054444444444444,0,0,97739.0,7087.0,837523.0,4287007.0,71110.0,5108.0
52,2020-01-01 03:50:00,163.2,1,2889666.0,5628144.0,73531461.0,2445932.0,21568713.0,3628.0,4535.0,68881080.0,1242498.0,798.03958333334,1832274.0,13268.0,0,0,3654.0,968.0,47580.0,1751375.0,1,0,4026.8911666666,1858590.0,456566.0,81006.0,31866.0,7032.0,597421.0,8148.0,77744.0,645.12233333334,2984.0,0,8272.0,4709992.0,0,4416924.0,31219377.0,232298.0,178579.0,0,3787.0,0.018638888888889,0,0,98959.0,7087.0,848283.0,4384555.0,72634.0,5128.0
52,2020-01-01 03:51:00,161.8,1,2908926.0,5779986.0,74989731.0,2496666.0,22090245.0,3737.0,4744.0,70398860.0,1262574.0,818.84930555556,1852334.0,13469.0,0,0,3699.0,995.0,48592.0,1772544.0,1,0,4125.2020555556,1898925.0,471402.0,81006.0,32758.0,7198.0,605235.0,8240.0,78940.0,660.34019444444,3040.0,0,8450.0,4791916.0,0,4499682.0,31786569.0,237342.0,182363.0,0,3856.0,0.018638888888889,0,0,101679.0,7087.0,868556.0,4476463.0,73758.0,5298.0
52,2020-01-01 03:52:00,160.4,1,2989911.0,5905278.0,76689097.0,2577391.0,22563237.0,3785.0,4852.0,71996038.0,1276659.0,835.78252777778,1877042.0,13845.0,0,0,3750.0,1019.0,49641.0,1789020.0,1,0,4188.2065,1943610.0,489467.0,82971.0,33503.0,7294.0,620185.0,8344.0,81212.0,675.04291666666,3093.0,0,8540.0,4879032.0,0,4584806.0,32337598.0,243114.0,186308.0,0,3904.0,0.020444444444444,0,0,104388.0,7087.0,881805.0,4580455.0,76200.0,5459.0
52,2020-01-01 03:53:00,159.0,1,3010326.0,6075692.0,78724987.0,2656711.0,23179185.0,3845.0,4956.0,74028057.0,1298511.0,857.32063888888,1908578.0,14005.0,0,0,3834.0,1052.0,50621.0,1814916.0,1,0,4281.2651666666,1999725.0,503212.0,82971.0,34099.0,7423.0,629636.0,8432.0,83044.0,691.15427777778,3166.0,0,8690.0,5026789.0,0,4701312.0,33158026.0,249922.0,190334.0,0,3991.0,0.020444444444444,0,0,107109.0,7087.0,903713.0,4696663.0,77820.0,5580.0
52,2020-01-01 03:54:00,157.4,1,3035766.0,6256029.0,80898487.0,2738535.0,23793994.0,3911.0,5120.0,76052432.0,1319340.0,879.96188888888,1929290.0,14330.0,0,0,3915.0,1094.0,51885.0,1842968.0,1,0,4390.7403333334,2055630.0,522213.0,82971.0,35229.0,7595.0,639555.0,8512.0,84720.0,709.71933333334,3243.0,0,8765.0,5158442.0,0,4817572.0,33930778.0,258702.0,194540.0,0,4102.0,0.028194444444444,0,0,110369.0,7222.0,924129.0,4826107.0,79217.0,5784.0
52,2020-01-01 03:55:00,156.2,1,3039441.0,6344721.0,82241903.0,2799847.0,24226174.0,3965.0,5185.0,77406290.0,1336780.0,890.37125,1961344.0,14436.0,0,0,3939.0,1122.0,52531.0,1863144.0,1,0,4436.5936111112,2094225.0,531513.0,82971.0,35722.0,7643.0,644730.0,8529.0,85072.0,719.02472222222,3275.0,0,8864.0,5261847.0,0,4892400.0,34445542.0,270211.0,196088.0,0,4156.0,0.028194444444444,0,0,112098.0,7222.0,942449.0,4922071.0,79517.0,5820.0
52,2020-01-01 03:56:00,154.2,1,3064222.0,6645358.0,84472343.0,2863427.0,25214494.0,4082.0,5505.0,80088772.0,1379994.0,925.22908333334,2004676.0,14929.0,0,0,4005.0,1161.0,54468.0,1903966.0,1,0,4624.5457222222,2163030.0,555798.0,82971.0,36925.0,7895.0,656067.0,8681.0,87248.0,746.80016666666,3403.0,0,9116.0,5382567.0,0,5137203.0,35488679.0,279679.0,200525.0,0,4273.0,0.028194444444444,0,0,117758.0,7223.0,989325.0,5083472.0,81058.0,5988.0
52,2020-01-01 03:57:00,152.8,1,3083497.0,6724102.0,85708598.0,2909019.0,25485142.0,4100.0,5621.0,81196351.0,1388259.0,933.81911111112,2015128.0,14969.0,0,0,4011.0,1182.0,54872.0,1913954.0,1,0,4655.8997777778,2196015.0,566878.0,83166.0,37189.0,7934.0,660006.0,8713.0,87908.0,753.12594444444,3423.0,0,9173.0,5474976.0,0,5169846.0,35889767.0,282031.0,201749.0,0,4300.0,0.028194444444444,0,0,118872.0,7223.0,996054.0,5156852.0,81415.0,6040.0
52,2020-01-01 03:58:00,152.0,1,3083497.0,6735298.0,85749518.0,2910460.0,25556146.0,4112.0,5629.0,81280545.0,1389524.0,936.96097222222,2023493.0,15143.0,0,0,4024.0,1182.0,54998.0,1915954.0,1,0,4665.5896388888,2197725.0,567518.0,83166.0,37245.0,7961.0,660799.0,8723.0,87960.0,754.98275,3440.0,0,9203.0,5475913.0,0,5181364.0,35922659.0,285799.0,201961.0,0,4327.0,0.028194444444444,0,0,119372.0,7224.0,997387.0,5160848.0,81464.0,6072.0
52,2020-01-01 03:59:00,150.6,1,3121927.0,6879462.0,87632348.0,2974988.0,26003470.0,4145.0,5681.0,83039984.0,1405500.0,949.73022222222,2039462.0,15276.0,0,0,4060.0,1224.0,55690.0,1933279.0,1,0,4719.3291944444,2249445.0,586268.0,83166.0,37762.0,8063.0,667924.0,8744.0,89048.0,764.81591666666,3493.0,0,9263.0,5593954.0,0,5283310.0,36553859.0,290056.0,203810.0,0,4396.0,0.028194444444444,0,0,122061.0,7614.0,1010432.0,5281064.0,81992.0,6125.0
