source,time_step,171_0,666_0,427_0,837_0,167_0,167_1,167_2,167_3,167_4,167_5,167_6,167_7,167_8,167_9,309_0,272_0,272_1,272_2,272_3,272_4,272_5,272_6,272_7,272_8,272_9,835_0,370_0,291_0,291_1,291_2,291_3,291_4,291_5,291_6,291_7,291_8,291_9,291_10,158_0,158_1,158_2,158_3,158_4,158_5,158_6,158_7,158_8,158_9,100_0,459_0,459_1,459_2,459_3,459_4,459_5,459_6,459_7,459_8,459_9,459_10,459_11,459_12,459_13,459_14,459_15,459_16,459_17,459_18,459_19,397_0,397_1,397_2,397_3,397_4,397_5,397_6,397_7,397_8,397_9,397_10,397_11,397_12,397_13,397_14,397_15,397_16,397_17,397_18,397_19,397_20,397_21,397_22,397_23,397_24,397_25,397_26,397_27,397_28,397_29,397_30,397_31,397_32,397_33,397_34,397_35,RUL,event,Spec_0_Cat1,Spec_1_Cat1,Spec_1_Cat10,Spec_1_Cat12,Spec_1_Cat15,Spec_1_Cat16,Spec_1_Cat2,Spec_1_Cat3,Spec_1_Cat4,Spec_1_Cat5,Spec_1_Cat7,Spec_1_Cat9,Spec_2_Cat1,Spec_2_Cat10,Spec_2_Cat2,Spec_2_Cat3,Spec_2_Cat5,Spec_2_Cat8,Spec_3_Cat1,Spec_3_Cat2,Spec_3_Cat3,Spec_5_Cat1,Spec_5_Cat2,Spec_6_Cat1,Spec_6_Cat2,Spec_6_Cat3,Spec_6_Cat4,Spec_7_Cat1,Spec_7_Cat2,Spec_7_Cat4,Spec_7_Cat6,Spec_7_Cat7
234,2020-01-02 08:30:00,4428015.0,311620.0,179708449.0,198391.0,30125.0,7687424.0,20895472.0,12053091.0,55385990.0,148638251.0,15263335.0,4570445.0,1248744.0,235164.0,78924.0,12384354.0,12084544.0,5959511.0,184895809.0,21670655.0,3848207.0,20262.0,91.0,0.0,0.0,176291400.0,0.0,19626.0,11900.0,11978.0,14107.0,4288.0,1729.0,3776.0,3006.0,2724.0,10377.0,2788.0,5618500.0,55803170.0,67301745.0,20733346.0,16367335.0,12452435.0,9845143.0,8926295.0,12658376.0,12629164.0,13754699.0,2767.399666666687,1016.3104444444468,1086.9426944444424,1493.4902222222177,2128.414972222233,2970.882500000004,4960.782222222178,7287.96624999998,20045.32230555549,29127.856611111136,18547.982194444376,21789.891249999888,23705.603138888822,26740.83188888872,56539.78144444442,288.20830555555176,23.3721111111112,2.2713888888889,0.684333333333332,0.142138888888888,9542368.0,12694837.0,7812700.0,1556982.0,1027107.0,104465.0,5617428.0,3098959.0,3147653.0,241363.0,71526.0,4007.0,538917.0,3005115.0,3798826.0,297183.0,92284.0,2767.0,222940.0,2939033.0,3529844.0,405100.0,109502.0,1770.0,171471.0,2318749.0,2440035.0,516731.0,145211.0,1374.0,16720.0,2285706.0,3568609.0,1921040.0,856594.0,8092.0,294.20000000000005,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
234,2020-01-02 08:31:00,4447140.0,312418.0,180507457.0,199367.0,30140.0,7687439.0,20895472.0,12053091.0,55385990.0,148638251.0,15263336.0,4570445.0,1248744.0,235164.0,80016.0,12471883.0,12112130.0,6015931.0,185783709.0,21774772.0,3856800.0,20262.0,91.0,0.0,0.0,177149100.0,0.0,19716.0,11985.0,12072.0,14219.0,4324.0,1762.0,3812.0,3054.0,2739.0,10419.0,2797.0,5646736.0,56104058.0,67605574.0,20853982.0,16454023.0,12516671.0,9893827.0,8969099.0,12695241.0,12677992.0,13845129.0,2787.599222222227,1022.3716666666666,1093.4869166666624,1503.8499444444378,2143.276277777773,2987.807277777784,4978.946722222177,7308.73777777778,20099.58186111109,29223.51225000013,18624.544055555576,21876.069888888887,23816.35444444442,26914.190083333324,56780.09941666642,288.79908333332975,23.4576111111112,2.27541666666668,0.684333333333332,0.142138888888888,9564625.0,12747106.0,7847945.0,1563631.0,1032348.0,104661.0,5685046.0,3119311.0,3166181.0,242819.0,71970.0,4015.0,541106.0,3020387.0,3820531.0,298597.0,92780.0,2783.0,224144.0,2952834.0,3548348.0,408709.0,109934.0,1782.0,172192.0,2328974.0,2452820.0,520375.0,145748.0,1378.0,16772.0,2289375.0,3578761.0,1927397.0,860130.0,8101.0,293.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
234,2020-01-02 08:32:00,4772670.0,331885.0,193475401.0,218191.0,30140.0,8691434.0,23214352.0,12849936.0,58222970.0,160907262.0,16759196.0,4985256.0,1402569.0,273204.0,108898.0,14169826.0,13128002.0,6415591.0,198801623.0,24056883.0,4346940.0,22290.0,91.0,0.0,0.0,190989020.0,0.0,20547.0,12870.0,12858.0,15065.0,4517.0,1891.0,3959.0,3252.0,2889.0,10977.0,3028.0,6085528.0,61262870.0,71935174.0,22523530.0,17713999.0,13445159.0,10637779.0,9613403.0,13542477.0,14108944.0,15165219.0,3052.276527777787,1079.3294444444466,1159.6971388889024,1602.6481944444376,2288.886444444453,3186.738972222224,5324.675638888777,7857.636388888781,21457.075500000097,31459.959888888938,20047.926749999977,23560.75138888889,25651.86066666662,29089.531361111123,61202.26308333242,303.1831388888837,25.5196388888888,2.3726388888889,0.68672222222222,0.142138888888888,10299754.0,13502815.0,8478118.0,1685424.0,1132608.0,120267.0,6482823.0,3312971.0,3435161.0,260980.0,77648.0,4448.0,560943.0,3193667.0,4134735.0,320206.0,100448.0,3048.0,235784.0,3117843.0,3830753.0,438130.0,119347.0,1942.0,184908.0,2469210.0,2669445.0,558680.0,158830.0,1594.0,17572.0,2419587.0,3880450.0,2102023.0,968614.0,10061.0,283.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
234,2020-01-02 08:33:00,4815975.0,334294.0,195275606.0,221287.0,30140.0,8852714.0,23716957.0,12949762.0,58550285.0,162529182.0,16970291.0,5035761.0,1423479.0,290319.0,112818.0,14469710.0,13376576.0,6459466.0,200431811.0,24401864.0,4416516.0,22381.0,91.0,0.0,0.0,192919321.0,0.0,20641.0,12996.0,12984.0,15197.0,4551.0,1903.0,4001.0,3288.0,2925.0,11082.0,3058.0,6134981.0,62118362.0,72487642.0,22747690.0,17873143.0,13564883.0,10739515.0,9700583.0,13655637.0,14280736.0,15417614.0,3099.168388888987,1087.6868888888866,1171.3885000000023,1619.9758888888778,2312.561555555553,3218.8109722222243,5376.026416666577,7947.240222222179,21662.387361111098,31790.00236111114,20252.050749999977,23802.626999999888,25945.00375000001,29432.33133333332,61670.14019444442,304.3309444444397,25.7064166666666,2.38222222222222,0.68672222222222,0.142138888888888,10427059.0,13610432.0,8557083.0,1704157.0,1146513.0,121171.0,6603860.0,3341967.0,3463277.0,263926.0,78824.0,4524.0,563188.0,3218147.0,4167620.0,323616.0,101597.0,3072.0,237464.0,3143183.0,3864053.0,442950.0,120713.0,1954.0,186276.0,2491767.0,2700706.0,565932.0,161052.0,1603.0,17648.0,2431991.0,3913014.0,2124279.0,987490.0,10185.0,282.40000000000003,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
234,2020-01-02 08:34:00,4823820.0,334840.0,195607752.0,222111.0,30140.0,8853539.0,23781157.0,12971647.0,58593441.0,162759462.0,17058897.0,5080236.0,1445125.0,298209.0,114204.0,14480617.0,13414198.0,6476132.0,200640500.0,24530603.0,4475069.0,22381.0,91.0,0.0,0.0,193256611.0,0.0,20678.0,13026.0,13002.0,15218.0,4563.0,1906.0,4007.0,3297.0,2926.0,11097.0,3065.0,6146274.0,62208398.0,72602602.0,22778434.0,17895943.0,13581647.0,10754084.0,9715427.0,13685841.0,14359948.0,15446884.0,3105.274583333387,1089.3490000000063,1173.4558888889023,1623.0823333333378,2316.837277777773,3230.717638888884,5407.019833333176,8011.694555555582,21738.27369444449,31879.22461111113,20300.617777777778,23850.25086111109,25990.31677777781,29485.12388888892,61766.637194444425,304.7200833333297,25.7460277777778,2.38225,0.68672222222222,0.142138888888888,10439351.0,13625381.0,8577687.0,1709485.0,1150925.0,121884.0,6617400.0,3344035.0,3467645.0,264666.0,79609.0,4560.0,563652.0,3219867.0,4172880.0,324580.0,102186.0,3081.0,237718.0,3144831.0,3868673.0,444158.0,121461.0,1966.0,186481.0,2493411.0,2705323.0,567445.0,161980.0,1611.0,17668.0,2433968.0,3921255.0,2133011.0,1003778.0,10526.0,282.20000000000005,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
234,2020-01-02 08:35:00,4971255.0,342526.0,201452030.0,229559.0,30140.0,9303839.0,25114732.0,13750567.0,60287661.0,168422487.0,17550508.0,5186541.0,1475620.0,302215.0,124718.0,15080242.0,14099389.0,6790706.0,207111250.0,25494436.0,4617978.0,22381.0,91.0,0.0,0.0,199973761.0,0.0,21362.0,13710.0,13539.0,15812.0,4690.0,1990.0,4127.0,3441.0,2986.0,11436.0,3149.0,6428010.0,65010218.0,74809786.0,23634346.0,18527143.0,13985699.0,11051876.0,9976475.0,14025813.0,14750476.0,16318839.0,3264.083666666721,1126.7881388888943,1214.9208611111244,1681.272638888894,2400.485999999996,3332.151777777772,5542.892361110954,8187.210138888915,22196.949444444497,32561.53383333336,20769.86405555556,24404.620194444426,26609.33272222225,30342.73372222226,64167.08116666664,313.1596388888853,27.331944444444456,2.61819444444444,0.720527777777776,0.16736111111111,10959805.0,13939421.0,8909736.0,1771842.0,1190856.0,128912.0,7000604.0,3426863.0,3629017.0,273424.0,82501.0,5028.0,577545.0,3284056.0,4359329.0,335084.0,106243.0,3321.0,243431.0,3206991.0,4010913.0,456387.0,125238.0,2094.0,192005.0,2543972.0,2798375.0,581881.0,166345.0,1671.0,18164.0,2479101.0,4026672.0,2184043.0,1035798.0,11222.0,276.6,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
234,2020-01-02 08:36:00,5126715.0,351164.0,207815542.0,237128.0,30140.0,9742304.0,26915812.0,15018607.0,62224461.0,174475572.0,18201088.0,5421486.0,1539160.0,315625.0,138607.0,15648953.0,14965748.0,7388433.0,214347167.0,26801651.0,4898115.0,22381.0,91.0,0.0,0.0,207919552.0,0.0,21932.0,14241.0,14097.0,16418.0,4828.0,2038.0,4280.0,3564.0,3058.0,11829.0,3245.0,6683203.0,68252282.0,77889479.0,24545746.0,19164427.0,14418743.0,11383269.0,10263155.0,14406442.0,15214084.0,17602980.0,3499.057611111167,1165.7632777777844,1254.7996111111245,1741.9450000000038,2489.818694444439,3447.5043055555443,5694.594555555396,8398.19955555558,22810.670250000057,33498.673361111134,21399.56877777778,25227.999888888862,27482.76691666672,31419.15605555558,65994.90855555562,318.9851388888853,28.157138888889,2.67558333333334,0.721777777777776,0.167388888888888,11721377.0,14330801.0,9249230.0,1841199.0,1236673.0,133120.0,7459660.0,3546055.0,3764942.0,284189.0,89491.0,5581.0,590162.0,3377857.0,4516121.0,347580.0,111223.0,3565.0,249784.0,3293459.0,4149589.0,472455.0,131471.0,2210.0,197301.0,2606916.0,2894576.0,603977.0,175041.0,1756.0,18568.0,2518993.0,4124608.0,2247584.0,1098535.0,12590.0,271.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
234,2020-01-02 08:37:00,5309340.0,362483.0,215250069.0,248888.0,30140.0,10278719.0,28709467.0,15497242.0,64145511.0,181770282.0,18833773.0,5593731.0,1635355.0,340045.0,158501.0,16580936.0,15842000.0,7689930.0,222058286.0,28082502.0,5132843.0,25566.0,91.0,0.0,0.0,216220172.0,0.0,22442.0,14754.0,14659.0,17000.0,4948.0,2129.0,4457.0,3696.0,3172.0,12324.0,3348.0,6947791.0,71314407.0,80784635.0,25668130.0,19930291.0,14958491.0,11789409.0,10612991.0,14851318.0,15830704.0,18532360.0,3666.338916666727,1202.3882777777844,1296.6219444444584,1805.89555555556,2576.995694444433,3568.709972222224,5887.273305555396,8690.93494444446,23614.173000000057,34625.46986111113,22179.95661111112,26126.89308333329,28430.51591666662,32617.50894444452,68311.96969444443,326.9510833333297,29.2537222222222,2.702194444444439,0.727611111111108,0.167388888888888,12296862.0,14764238.0,9670651.0,1934919.0,1286198.0,137408.0,7852193.0,3676695.0,3945743.0,298019.0,94507.0,5801.0,601538.0,3478498.0,4709233.0,363168.0,116995.0,3737.0,256321.0,3387897.0,4319417.0,494340.0,138967.0,2322.0,203213.0,2677656.0,3016984.0,630109.0,185278.0,1848.0,19296.0,2565045.0,4252192.0,2326120.0,1169196.0,14759.0,265.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
234,2020-01-02 08:38:00,5502195.0,373025.0,223102001.0,258777.0,30140.0,10930964.0,31132177.0,16038592.0,66371256.0,188813937.0,19589848.0,5803671.0,1739455.0,346990.0,173467.0,17952319.0,17040132.0,7967064.0,230167504.0,29202452.0,5371523.0,25800.0,91.0,0.0,0.0,225234733.0,0.0,23054.0,15370.0,15205.0,17636.0,5077.0,2198.0,4580.0,3804.0,3281.0,12759.0,3492.0,7210615.0,74877484.0,83803727.0,26727862.0,20712439.0,15544259.0,12257205.0,11008763.0,15313870.0,16599388.0,19755036.0,3881.001166666728,1242.9533611111185,1339.4101666666804,1864.848972222218,2663.6046388888926,3701.790750000004,6130.121166666517,9042.6350277778,24479.93627777789,36038.17908333333,23089.99938888898,27159.932361111085,29514.36927777782,34019.22575000012,70597.29727777783,332.88672222221766,29.8121111111112,2.7218611111111195,0.727999999999998,0.167388888888888,13056103.0,15223991.0,10052456.0,2008095.0,1338951.0,142177.0,8296820.0,3816007.0,4108147.0,308892.0,98379.0,6003.0,614838.0,3595492.0,4894174.0,377264.0,121397.0,3866.0,263549.0,3495833.0,4503821.0,515616.0,145995.0,2399.0,209701.0,2766352.0,3153357.0,658109.0,198122.0,1912.0,19977.0,2624089.0,4401024.0,2417480.0,1230862.0,15288.0,259.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
234,2020-01-02 08:39:00,5610420.0,378786.0,227546386.0,264425.0,30141.0,11348159.0,32700608.0,16487842.0,67539861.0,192732987.0,19939438.0,5912167.0,1771885.0,355060.0,181657.0,18969414.0,17752701.0,8252193.0,234897346.0,29646324.0,5470505.0,26229.0,91.0,0.0,0.0,230569463.0,0.0,23459.0,15838.0,15583.0,18048.0,5197.0,2261.0,4704.0,3882.0,3330.0,12996.0,3561.0,7372064.0,77079496.0,85596875.0,27297802.0,21174379.0,15889151.0,12520534.0,11237076.0,15574870.0,17040676.0,20538806.0,4022.4451388889465,1268.2839444444503,1367.0423611111244,1905.979583333338,2725.6738333333333,3785.639888888885,6266.354916666517,9237.80030555558,24958.71969444449,36756.679138888925,23530.18327777778,27737.442972222285,30074.99880555562,34750.09452777772,72050.67916666664,335.8427222222177,30.148388888888995,2.76322222222222,0.735444444444442,0.167388888888888,13503263.0,15502345.0,10273569.0,2048064.0,1363244.0,143543.0,8605516.0,3895027.0,4211491.0,315352.0,100848.0,6085.0,623490.0,3657100.0,5010115.0,385049.0,124405.0,3923.0,267306.0,3553263.0,4610073.0,526974.0,150435.0,2479.0,213257.0,2814790.0,3229237.0,676934.0,205079.0,1988.0,20405.0,2657681.0,4475372.0,2462496.0,1272615.0,16180.0,255.40000000000003,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
234,2020-01-02 08:40:00,5755695.0,388782.0,233578863.0,274769.0,30141.0,11830334.0,34498418.0,16884142.0,68874396.0,198179187.0,20435638.0,6059707.0,1842910.0,355330.0,197449.0,20225695.0,18684632.0,8473310.0,241442937.0,30218559.0,5610411.0,26229.0,91.0,0.0,0.0,237646843.0,0.0,23855.0,16211.0,15898.0,18459.0,5281.0,2315.0,4797.0,3967.0,3381.0,13233.0,3681.0,7526084.0,79742908.0,87980231.0,28094950.0,21790580.0,16391399.0,12937234.0,11603604.0,15961462.0,17677924.0,21441642.0,4192.915166666728,1292.2602500000066,1394.9624444444623,1945.853611111118,2781.6964722222133,3873.147138888885,6429.6532499998375,9521.66988888892,25725.748083333296,37966.226333333325,24342.52905555558,28708.37997222228,31069.24216666662,35825.21369444452,73455.06294444443,338.7515277777737,30.472611111111195,2.78183333333334,0.741166666666664,0.167388888888888,13963984.0,15883250.0,10549781.0,2120470.0,1407654.0,146117.0,9053468.0,4014475.0,4324771.0,327469.0,106054.0,6230.0,634811.0,3753137.0,5131720.0,399127.0,130449.0,4016.0,272158.0,3647795.0,4747226.0,548638.0,159877.0,2579.0,217055.0,2898346.0,3345717.0,705238.0,220543.0,2076.0,20950.0,2702678.0,4578549.0,2524522.0,1335276.0,17300.0,251.00000000000003,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
234,2020-01-02 08:41:00,5773020.0,390210.0,234318998.0,276257.0,30411.0,11831714.0,34606298.0,16940797.0,68977087.0,198811287.0,20502539.0,6068587.0,1858570.0,363520.0,200319.0,20376872.0,18784134.0,8504523.0,242172913.0,30308441.0,5634539.0,28608.0,91.0,0.0,0.0,238472713.0,0.0,23915.0,16265.0,15941.0,18519.0,5300.0,2319.0,4809.0,3982.0,3384.0,13266.0,3696.0,7543052.0,80082065.0,88226963.0,28177546.0,21857900.0,16447080.0,12986747.0,11650320.0,16013098.0,17762788.0,21616163.0,4227.827861111168,1297.060555555567,1399.2865555555622,1950.555805555558,2789.623555555553,3885.5547777777647,6453.714361110958,9569.39130555558,25818.41152777789,38136.59761111112,24453.18522222218,28856.22633333328,31201.11655555562,35947.100555555524,73599.96652777784,339.0528055555517,30.49874999999999,2.78183333333334,0.741166666666664,0.167388888888888,14016293.0,15921898.0,10582526.0,2131527.0,1415174.0,146377.0,9107547.0,4025592.0,4335595.0,329735.0,107140.0,6275.0,637179.0,3762106.0,5143353.0,401640.0,131753.0,4064.0,273379.0,3657243.0,4762194.0,551770.0,161966.0,2591.0,217371.0,2907542.0,3360821.0,709074.0,222851.0,2140.0,21031.0,2707210.0,4589485.0,2533982.0,1346312.0,17877.0,250.00000000000003,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
234,2020-01-02 08:42:00,5922555.0,397974.0,240498578.0,283161.0,34236.0,12641609.0,37015253.0,17461627.0,71186122.0,203990352.0,21026010.0,6210787.0,1898635.0,367930.0,214319.0,22061308.0,19833429.0,8734324.0,248643325.0,30984909.0,5799626.0,34653.0,91.0,0.0,0.0,245997733.0,0.0,24365.0,16616.0,16304.0,18909.0,5384.0,2355.0,4906.0,4063.0,3430.0,13533.0,3808.0,7804196.0,83275758.0,90566340.0,28964254.0,22486053.0,16932565.0,13378463.0,11995932.0,16378846.0,18456088.0,22759323.0,4449.887055555608,1321.986666666667,1428.6368611111222,1991.393527777778,2851.060777777773,3988.1620555555446,6638.771444444297,9868.40622222224,26641.74319444449,39447.066277777725,25248.296194444378,29739.08822222228,32099.331750000023,36964.91102777772,75227.70347222225,342.0360555555517,30.8783611111112,2.798888888888879,0.741166666666664,0.167388888888888,14556985.0,16293090.0,10902634.0,2194287.0,1461002.0,148250.0,9585437.0,4159040.0,4481695.0,339303.0,110264.0,6459.0,648503.0,3856799.0,5290931.0,413760.0,135625.0,4170.0,277644.0,3740404.0,4913023.0,571974.0,169163.0,2715.0,220459.0,2976967.0,3477259.0,738626.0,236052.0,2228.0,21287.0,2749206.0,4699117.0,2609230.0,1401860.0,18797.0,244.00000000000003,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
234,2020-01-02 08:43:00,6104595.0,408873.0,247847931.0,293722.0,34236.0,13554239.0,39785033.0,18116407.0,73183852.0,210595287.0,21704235.0,6434213.0,1985725.0,373930.0,235557.0,23763048.0,21182400.0,9126392.0,256005525.0,32028562.0,6073094.0,38631.0,91.0,0.0,0.0,254875253.0,0.0,24770.0,17021.0,16739.0,19443.0,5480.0,2400.0,5012.0,4156.0,3490.0,13810.0,3943.0,8076513.0,86811234.0,93498025.0,29854174.0,23162997.0,17491429.0,13806659.0,12387900.0,16840834.0,19502032.0,24084648.0,4705.633527777828,1354.9302777777866,1462.0637777777822,2041.068527777778,2925.6323888888933,4114.538638888885,6899.666277777617,10293.03174999998,27590.44572222229,40958.81419444452,26176.33266666657,30778.74327777768,33182.863722222224,38310.73911111112,77596.27788888884,348.7759166666637,31.5891666666666,2.88627777777778,0.762833333333332,0.167833333333332,15069585.0,16683318.0,11287250.0,2283336.0,1516231.0,153618.0,10304550.0,4285304.0,4638291.0,352835.0,115872.0,6660.0,661392.0,3956131.0,5452160.0,429581.0,143241.0,4319.0,283093.0,3826232.0,5078819.0,595891.0,179847.0,2916.0,224600.0,3047795.0,3608211.0,769354.0,251896.0,2520.0,21751.0,2798018.0,4852402.0,2720654.0,1515637.0,22049.0,238.00000000000003,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
234,2020-01-02 08:44:00,6204675.0,415047.0,251859873.0,300106.0,34236.0,14270369.0,41577923.0,18420007.0,74444932.0,214077942.0,22048200.0,6519848.0,2025235.0,380980.0,246071.0,25172925.0,21893566.0,9287644.0,260172519.0,32492181.0,6170386.0,38956.0,91.0,0.0,0.0,260007123.0,0.0,25046.0,17333.0,16941.0,19704.0,5543.0,2442.0,5105.0,4213.0,3508.0,13984.0,4015.0,8238741.0,89286607.0,94935121.0,30346846.0,23563701.0,17798005.0,14056343.0,12614304.0,17090506.0,19972600.0,24960938.0,4882.207333333388,1371.5379444444466,1479.6547500000222,2066.370972222218,2966.838833333333,4176.487083333324,6992.336555555397,10483.63952777778,28020.086750000097,41722.15561111113,26658.45727777778,31373.21105555548,33817.67819444442,39031.87980555552,78902.77072222224,351.7334166666637,32.09786111111119,2.903138888888879,0.762833333333332,0.167833333333332,15367942.0,16902363.0,11490126.0,2335304.0,1543755.0,155858.0,10806083.0,4351144.0,4728759.0,360008.0,118636.0,6801.0,669180.0,4008783.0,5552905.0,438525.0,146881.0,4399.0,286302.0,3873633.0,5171323.0,611047.0,186027.0,2984.0,226768.0,3089879.0,3682515.0,790306.0,261189.0,2608.0,22059.0,2819362.0,4924998.0,2775042.0,1566089.0,22806.0,234.2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
234,2020-01-02 08:45:00,6204690.0,415047.0,251860621.0,300106.0,34237.0,14278934.0,41593178.0,18420008.0,74444932.0,214077942.0,22048200.0,6519848.0,2025235.0,380980.0,246071.0,25185015.0,21902159.0,9287801.0,260172520.0,32492181.0,6170387.0,38956.0,91.0,0.0,0.0,260022243.0,0.0,25052.0,17336.0,16944.0,19704.0,5546.0,2442.0,5105.0,4213.0,3509.0,13984.0,4015.0,8238765.0,89304932.0,94935949.0,30346906.0,23563701.0,17798005.0,14056344.0,12614304.0,17090506.0,19972601.0,24968668.0,4885.09655555561,1371.6559722222244,1479.6726111111334,2066.4971111111067,2967.904305555556,4176.560361111102,6992.35227777762,10483.63952777778,28020.086750000097,41722.15561111113,26658.45727777778,31373.21105555548,33817.67819444442,39031.87980555552,78902.77072222224,351.7334166666637,32.09786111111119,2.903138888888879,0.762833333333332,0.167833333333332,15368139.0,16902664.0,11490154.0,2335400.0,1543755.0,155859.0,10811051.0,4351248.0,4728788.0,360092.0,118640.0,6802.0,669696.0,4008795.0,5552909.0,438526.0,146882.0,4400.0,286367.0,3873633.0,5171328.0,611049.0,186029.0,2986.0,226772.0,3089880.0,3682515.0,790307.0,261191.0,2608.0,22059.0,2819362.0,4924998.0,2775043.0,1566089.0,22806.0,233.00000000000003,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
234,2020-01-02 08:46:00,6215310.0,415138.0,252298267.0,300202.0,34792.0,14804084.0,42480008.0,18683108.0,74599583.0,214265488.0,22048200.0,6519848.0,2025235.0,380980.0,246183.0,25915459.0,22362685.0,9555523.0,260563326.0,32492493.0,6170387.0,38956.0,91.0,0.0,0.0,261375084.0,0.0,25280.0,17576.0,17119.0,19863.0,5600.0,2490.0,5147.0,4243.0,3513.0,14020.0,4018.0,8240817.0,89801877.0,95964361.0,30497686.0,23585349.0,17801845.0,14058180.0,12615180.0,17091178.0,19973057.0,25481673.0,4999.632416666722,1380.7251111111132,1485.8185277778,2074.0744166666623,2974.982361111111,4182.159694444435,6998.301833333176,10489.897472222225,28032.13133333344,41735.69950000002,26667.06677777777,31383.83211111104,33829.95063888887,39052.75749999997,79084.89319444446,352.86322222221924,32.122194444444524,2.903138888888879,0.762833333333332,0.167833333333332,15479475.0,16932273.0,11500530.0,2336082.0,1543919.0,155872.0,11101735.0,4376476.0,4790557.0,360844.0,118821.0,6806.0,680426.0,4015069.0,5566537.0,438928.0,146994.0,4412.0,287720.0,3875970.0,5172336.0,611165.0,186089.0,2990.0,227017.0,3090913.0,3682853.0,790379.0,261232.0,2612.0,22079.0,2819590.0,4925223.0,2775139.0,1566138.0,22815.0,196.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
234,2020-01-02 08:47:00,6232845.0,415425.0,252989452.0,300482.0,34792.0,14874764.0,42600068.0,18776783.0,74946338.0,214868653.0,22048200.0,6519848.0,2025236.0,380980.0,246282.0,25993290.0,22431910.0,9621056.0,261434846.0,32495535.0,6170387.0,38956.0,91.0,0.0,0.0,262170504.0,0.0,25352.0,17628.0,17224.0,19968.0,5657.0,2526.0,5213.0,4264.0,3534.0,14083.0,4021.0,8248605.0,90136641.0,96197461.0,30679882.0,23728773.0,17860561.0,14078244.0,12625872.0,17099134.0,19977882.0,25585784.0,5022.650777777832,1388.23502777778,1495.4965555555775,2086.542166666662,2987.086,4193.015583333325,7009.983916666509,10502.69463888889,28054.39719444454,41765.83091666669,26680.32752777778,31397.75308333326,33851.78808333331,39096.68305555553,79304.76991666669,537.1064999999977,72.43008333333319,2.936361111111101,0.762833333333332,0.167833333333332,15518079.0,16966169.0,11518896.0,2338082.0,1544391.0,155872.0,11170004.0,4394200.0,4833065.0,361768.0,119049.0,6806.0,684448.0,4024054.0,5625659.0,439614.0,147139.0,4416.0,288629.0,3882311.0,5191668.0,611581.0,186159.0,2990.0,228090.0,3093410.0,3686470.0,790608.0,261248.0,2613.0,22111.0,2820775.0,4927623.0,2775575.0,1566159.0,22815.0,194.8,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
